"compound_id"	"compound_name"	"equivalent_structures"	"primary_moa"	"moas"	"primary_target_gene_symbol"	"phase"	"rdkit_smiles"	"CAS"
"3202aa84da2c6a0a5e5c4e1294dbbd41"	"WDR5-C47"	"[NCGC00384172]"	"Wdr5-mll Inhibitor"	"[Wdr5-mll Inhibitor, Inhibitor Of Wdr5-mll Interaction. Not The Mest Wdr5-mll Inhibitor Available But This One Offers A Different Chemotype.]"	"WDR5"	"[Preclinical, Unknown]"	"[Cc1c(F)ccc(C(=O)Nc2cc([N+](=O)[O-])ccc2N2CCN(C)CC2)c1Cl]"	"1422389-91-0"
"3205dea6a241ff18ad7f05f4b060fa74"	"Istradefylline"	"[NCGC00253737]"	"Adenosine Receptor A2a Antagonist"	"[Adenosine Receptor A2a Antagonist, Adenosine A2a Agonist, Adenosine A2a Antagonist, Adenosine A2a Agonists]"	"ADORA2A"	"[Phase III, Unknown, Approved]"	"[CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O, CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O]"	"155270-99-8"
"320e24aa75e8c2e3a82dd4ace0fde429"	"Celecoxib"	"[NCGC00261091, MLS001165684, MLS001195656, NCGC00259513, AB08001735, NCGC00254540, NCGC00091455]"	"Cyclooxygenase-2 Inhibitor"	"[Cyclooxygenase-2 Inhibitor, Prostaglandin G/h Synthase 2 Inhibitor, Carbonic Anhydrase Inhibitor]"	"PTGS2"	"[Unknown, Approved]"	"[Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1, Cc1ccc(-c2cc(C(F)(F)[18F])nn2-c2ccc(S(N)(=O)=O)cc2)cc1, [11CH3]c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1]"	"169590-42-5"
"324b119c39956349236681efd3993537"	"PIK-293"	"[NCGC00346579]"	"Phosphatidylinositol 3-kinase Delta Isoform Inhibitor"	"[Phosphatidylinositol 3-kinase Delta Isoform Inhibitor, Pi3k Inhibitor]"	"PIK3CA"	"[Preclinical, Unknown]"	"[Cc1ccccc1-n1c(Cn2ncc3c(N)ncnc32)nc2cccc(C)c2c1=O]"	"900185-01-5"
"325505ac1963ffbedb41fee26f0f30ef"	"Toceranib"	"[NCGC00378902]"	"Vascular Endothelial Growth Factor Receptor Inhibitor"	"[Vascular Endothelial Growth Factor Receptor Inhibitor, Vegfr Inhibitor, Platelet-derived Growth Factor Receptor Family Inhibitor, Fibroblast Growth Factor Receptor Inhibitor]"	"FLT1"	"[Preclinical, Unknown]"	"[Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1.O=P(O)(O)O, Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1]"	"356068-94-5"
"32558c67a4912fbe502df0a5dc6750d0"	"MK-2461"	"[NCGC00346695, NCGC00389216]"	"Vegfr-1 (flt-1) Inhibitors"	"[Vegfr-1 (flt-1) Inhibitors, Fgfr 1/2/3 Inhibitor, Fgfr1 Inhibitors Fgfr2 Inhibitors Fgfr3 Inhibitors Flt3 (flk2/stk1) Inhibitors Hgfr (met; C-met) Inhibitors, Fibroblast Growth Factor Receptor 3 Inhibitor, Fibroblast Growth Factor Receptor 2 Inhibitor, Receptor-type Tyrosine-protein Kinase Flt3 Inhibitor, Vascular Endothelial Growth Factor Receptor 1 Inhibitor, Fibroblast Growth Factor Receptor 1 Inhibitor, Hepatocyte Growth Factor Receptor Inhibitor]"	"FLT1"	"[Phase II, Phase I/II, Unknown]"	"[CN(C[C@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1, CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1, CN(CC1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1]"	"917879-39-1"
"32943a043e76f69856ac45f860faa34a"	"Valproate sodium"	"[NCGC00254365, NCGC00167849, MLS001332432, NCGC00162288, NCGC00094208, NCGC00091149, NCGC00256651, MLS002153189, MLS001076682, NCGC00261574, NCGC00016192, NCGC00259512, AB07949360]"	"Gsk-3 Inhibitor"	"[Gsk-3 Inhibitor, Histone Deacetylase 1, Class I Inhibitor, Gabaergic Transmission Enhancer, Amp-activated Protein Kinase (ampk) Activator, Glycogen Synthase Kinase 3 (gsk-3) Inhibitor]"	"HDAC1"	"[Approved]"	"[CCCC(CCC)C(=O)[O-], CCCC(CCC)C(=O)O[Na], CCCC(CCC)C(=O)[O-].[Na+], CCCC(CCC)C(=O)O]"	"99-66-1"
"32943f100cdc3e2ff5c51b2e8223f98b"	"pd-128907"	"[NCGC00094286, NCGC00386368, NCGC00261723, NCGC00025072, NCGC00015788, MLS002153393]"	"Dopamine D2/d3 Agonist"	"[Dopamine D2/d3 Agonist, Dopamine Receptor D3 Agonist, Dopamine Receptor D2 Agonist]"	"DRD2"	"[Preclinical, Unknown]"	"[CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21, CCCN1CCOC2c3cc(O)ccc3OCC21.Cl, CCCN1CCOC2c3cc(O)ccc3OCC21, CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21.Cl, CCCN1CCOC2c3cc(O)ccc3OC[C@H]21, CCCN1CCO[C@H]2c3cc(O)ccc3OC[C@@H]21, CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@@H]21]"	"112960-16-4"
"32b330628dbd637bfab3a59faf6d879e"	"WZ-8040"	"[NCGC00346497]"	"Egfr (her1; Erbb1) Inhibitor"	"[Egfr (her1; Erbb1) Inhibitor, Epidermal Growth Factor Receptor (thr790met Mutant) Inhibitor, Egfr Inhibitor]"	"EGFR"	"[Preclinical, Unknown]"	"[C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1]"	"1214265-57-2"
"32bad605cc6a807bd1f133810c8ec365"	"Calcitriol (ro-21-5535)"	"[NCGC00390663, NCGC00179229, NCGC00408865, NCGC00379013, MLS000759536, NCGC00161327]"	"Vitamin D Receptor (vdr) Agonist"	"[Vitamin D Receptor (vdr) Agonist, Vitamin D Analog, Vitamin D3 Receptor Agonist]"	"VDR"	"[Unknown, Approved]"	"[C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@H]1O, C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@H]1O, C=C1/C(=C/C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]2CC[C@H]3[C@@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)CC(O)C[C@@H]1O, C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O, [2H]O[C@H]1C[C@H](O[2H])C/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O[2H])C1=C, C=C1/C(=C/C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, [2H]C([2H])([2H])C(O)(CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H], C=C1C(=CC=C2CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O, C=C1/C(=C/C=C2/CCCC3(C)C2CCC3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O]"	"78782-99-7"
"32c4feabc73eb3f848f941a69165fee0"	"BMS-5"	"[NCGC00263197]"	"Limk1/limk2 Inhibitor"	"[Limk1/limk2 Inhibitor, Lim Domain Kinase 2 Inhibitor, Lim Domain Kinase 1 Inhibitor]"	"LIMK1"	"[Preclinical, Unknown]"	"[CC(C)C(=O)Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1]"	"1338247-35-0"
"32da6a16da1f72aeb4a9d19a2db82398"	"TPCA-1"	"[NCGC00167773]"	"Ikk Beta Inhibitor"	"[Ikk Beta Inhibitor, Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta Inhibitor]"	"IKBKB"	"[Preclinical, Unknown]"	"[NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O]"	"507475-17-4"
"32eb176b78abd20eec96129788f073e8"	"Molidustat"	"[NCGC00388364]"	"Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor"	"[Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor, Hif Prolyl Hydroxylase Inhibitor]"	"EGLN1"	"[Phase III, Unknown]"	"[Oc1c(-n2ccnn2)cnn1-c1cc(N2CCOCC2)ncn1, O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1, [Na+].[O-]c1c(-n2ccnn2)cnn1-c1cc(N2CCOCC2)ncn1]"	"1154028-82-6"
"32f2b4c733193b7af3e5d4532ed3edaa"	"CEVIPABULIN SUCCINATE"	"[NCGC00480898]"	"Microtubule-stabilizing Agents"	"[Microtubule-stabilizing Agents]"	"TUBB"	"[Unknown, Phase I]"	"[CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1.O.O.O=C(O)CCC(=O)O, CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1, CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1.O.O.O=C(O)/C=C/C(=O)O, CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1.Cl]"	"849550-05-6"
"339586dc683f553ffda10bce4e7e5730"	"CPI-703"	"[NCGC00485859, NCGC00484808]"	"Histone Acetyltransferase P300 Inhibitor"	"[Histone Acetyltransferase P300 Inhibitor, Cbp/p300 Inhibitor, Creb Inhibitor]"	"EP300"	"[Preclinical]"	"[C[C@H]1CC(=O)Nc2cccc(-c3cnn(C(C)(C)C)c3)c2N1, C[C@@H]1CC(=O)Nc2cccc(-c3cnn(C(C)(C)C)c3)c2N1]"	""
"33a97c87fba2ed70113420f549f1dab9"	"Unc2250"	"[NCGC00482839, NCGC00386394]"	"Tyrosine-protein Kinase Mer Inhibitor"	"[Tyrosine-protein Kinase Mer Inhibitor, Mer Receptor Inhibitor]"	"MERTK"	"[Preclinical, Unknown]"	"[CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(NC2CCC(O)CC2)n1, CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1]"	"1493694-70-4"
"33e92fcfe6f98e9f927d8e8509c10dde"	"Estrone"	"[NCGC00261198, NCGC00018176, NCGC00023643, NCGC00257402, MLS001331716, NCGC00179433, NCGC00094675, NCGC00142363, NCGC00015423, NCGC00016237, MLS000028475, MLS002695951, MLS001077340, NCGC00258926]"	"Steroid Hormone"	"[Steroid Hormone, Estrogen Receptor Alpha Agonist]"	"ESR1"	"[Unknown, Approved]"	"[C[C@]12CCC3c4ccc(O)cc4CCC3C1CCC2=O, C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1CCC2=O, CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O, C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O]"	"53-16-7"
"33f0bcd89da966240f0dac7c20dbd84c"	"Chloramphenicol"	"[NCGC00016249, MLS001055372, MLS001183729, MLS000028814, NCGC00091011, NCGC00178884, NCGC00094620, AB07944332]"	"Antibiotic"	"[Antibiotic]"	""	"[Unknown, Biological Testing, Approved]"	"[O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl, O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl.O=S(=O)(O)O, O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl, O=C(N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl, O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl]"	"56-75-7"
"341c2e7e59fe289a249f44730a956cb7"	"Eltrombopag"	"[NCGC00345884, NCGC00389416, NCGC00274067]"	"Thrombopoietin Receptor (tpor) Agonist"	"[Thrombopoietin Receptor (tpor) Agonist, Thrombopoietin Receptor (tpor) Agonists, Thrombopoietin Receptor Agonist]"	"MPL"	"[Unknown, Approved]"	"[CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O, CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO, CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O, CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO, CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)[O-])c2)c1O.[Na+], CC1=NN(c2ccc(C)c(C)c2)C(=O)C1=NNc1cccc(-c2cccc(C(=O)O)c2)c1O, Cc1ccc(-n2[nH]c(C)c(N/N=C3\C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C]"	"496775-62-3"
"3436ae6c4e313b258b3db2a23d84eaa5"	"Meropenem"	"[NCGC00179259, NCGC00016962, NCGC00262579, MLS001401437, NCGC00346518, NCGC00389834, NCGC00253670]"	"Carbapenem Antibiotic"	"[Carbapenem Antibiotic, Bacterial Penicillin-binding Protein Inhibitor]"	""	"[Unknown, Approved]"	"[CC(O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12, CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12, C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12, C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12]"	"96036-03-2"
"343be54a1a07ef4290f4935d2c06c06c"	"Tak-285"	"[NCGC00346699]"	"Egfr (her1; Erbb1) Inhibitor"	"[Egfr (her1; Erbb1) Inhibitor, Epidermal Growth Factor Receptor Inhibitor, Egfr Inhibitor, Receptor Tyrosine-protein Kinase Erbb-2 Inhibitor]"	"EGFR"	"[Discontinued, Phase I]"	"[CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21]"	"871026-44-7"
"343fa212862f44f40aa0f051bdade2f6"	"Wnk-463"	"[NCGC00507884]"	"Serine/threonine-protein Kinase Wnk1 Inhibitor"	"[Serine/threonine-protein Kinase Wnk1 Inhibitor, Wnk Kinase Inhibitor]"	"WNK1"	"[Preclinical]"	"[CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1]"	"2012607-27-9"
"346dac022ecab1590ce22e8a297544c6"	"A-66"	"[NCGC00346624, NCGC00389613]"	"Pi3kalpha Inhibitor"	"[Pi3kalpha Inhibitor, Phosphatidylinositol 3-kinase Alpha Isoform Inhibitor]"	"PIK3CA"	"[Preclinical, Unknown]"	"[Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1, Cc1nc(NC(=O)N2CCC[C@@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1, Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1csc(C(C)(C)C)n1]"	"1166227-08-2"
"347bc1ee563b68ad6c5ff1e7ae750da1"	"Zd7288 hydrate"	"[NCGC00487329, NCGC00024929]"	"Hcn [i(h)] Blocker"	"[Hcn [i(h)] Blocker, Hcn [i(h)] Blockers]"	"HCN1"	"[Phase II, Unknown]"	"[CCN(c1ccccc1)c1c/c(=N/C)n(C)c(C)n1, CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1, CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1.[Cl-]]"	"133060-80-7"
"34c1cb5d4f3646707719fbc3a8c1714d"	"NCB-1026"	"[NCGC00507888]"	"Traf2 And Nck-interacting Protein Kinase (tnik) Inhibitor;wnt Signaling Inhibitor"	"[Traf2 And Nck-interacting Protein Kinase (tnik) Inhibitor;wnt Signaling Inhibitor, Traf2 And Nck-interacting Protein Kinase Inhibitor]"	"TNIK"	"[Preclinical]"	"[O[C@H]1CC[C@@H](Oc2cccc3cnc(Nc4ccc5nc[nH]c5c4)nc23)CC1]"	"1792999-26-8"
"34c631cef2442b6d770b4f43ccc9d75b"	"Nicorandil"	"[NCGC00025357, MLS002222323, MLS000759488]"	"K(atp) Channel Activator"	"[K(atp) Channel Activator, K(atp) Channel Activators, Nitric Oxide Donor]"	"KCNJ8"	"[Approved]"	"[O=C(NCCO[N+](=O)[O-])c1cccnc1]"	"65141-46-0"
"34d702fa0ce7e21e8828f39162e85de0"	"Fisetin"	"[NCGC00017344, NCGC00178374, NCGC00095663, MLS002695937]"	"Nad-dependent Protein Deacetylase Sirtuin-1 Activator"	"[Nad-dependent Protein Deacetylase Sirtuin-1 Activator, Histone Deacetylase/sirt1 Activator, Aurora Kinase B Inhibitor, Serine/threonine Protein Kinase Sik2 Inhibitor, Aldose Reductase Inhibitor, Extracellular-regulated Kinase (erk) Activator]"	"SIRT1"	"[Preclinical, Unknown]"	"[O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12, O.O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12]"	"528-48-3"
"34d887cf49cbd045e246c00ca2157271"	"Cpi-1205"	"[NCGC00507883]"	"Histone-lysine N-methyltransferase Ezh2 Inhibitor"	"[Histone-lysine N-methyltransferase Ezh2 Inhibitor, Ezh2 Inhibitor]"	"EZH2"	"[Phase I/II]"	"[COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12]"	"1621862-70-1"
"34f289b87192c44c8016e65f897e429b"	"Indinavir"	"[NCGC00255764, NCGC00159460, MLS001401425, NCGC00389465]"	"Hiv Protease Inhibitors"	"[Hiv Protease Inhibitors]"	""	"[Unknown, Approved]"	"[CC(C)(C)NC(=O)[C@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O, CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O, CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O, CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O, CC(C)(C)NC(=O)[C@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O, CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@H](O)C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O]"	"0157810-81-6"
"34fc205add0c98562fd01c24a4318847"	"BALICATIB"	"[NCGC00371151]"	"Cruzipain (trypanosoma Cruzi) Inhibitor"	"[Cruzipain (trypanosoma Cruzi) Inhibitor, Cathepsin K Inhibitor, Trypanosome Cruzipain (trypanosoma Cruzi) Inhibitor, Cathespin K Inhibitor]"	"CTSK"	"[Phase II, Discontinued]"	"[CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1]"	"354813-19-7"
"3510f201e09b021cdc8b4d4a850f31c4"	"MIFEPRISTONE"	"[NCGC00025179, NCGC00015700, NCGC00263908, NCGC00179632, NCGC00016952, NCGC00261486, MLS000069785, MLS001424271, NCGC00255152, MLS001074115]"	"Progesterone Receptor Antagonist"	"[Progesterone Receptor Antagonist, Glucocorticoid Receptor Antagonist, Internal Ribosomal Entry Site (ires) Inhibitor, Androgen Receptor Ligand]"	"PGR"	"[Unknown, Approved]"	"[CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C, CC#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@]21C, CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C, CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C, CC#C[C@]1(O)CCC2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C, CC#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@]21C, CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@@]21C]"	"84371-65-3"
"3511433caecfc3d94826d32c285fa337"	"sb-743921"	"[NCGC00346571, NCGC00389279]"	"Kinesin-like Protein Kif11 Inhibitor"	"[Kinesin-like Protein Kif11 Inhibitor, Kinesin-like Spindle Protein Inhibitor]"	"KIF11"	"[Phase I/II, Unknown]"	"[Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1, Cc1ccc(C(=O)N(CCCN)C(c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1]"	"940929-33-9"
"352df2caf540cdb705677a2871606a9a"	"Pyrimethamine"	"[NCGC00023188, AB07981076, NCGC00016256, NCGC00254199, MLS001148621, NCGC00259383, MLS000028606]"	"Dihydrofolate Reductase (dhfr) Inhibitor"	"[Dihydrofolate Reductase (dhfr) Inhibitor, Dihydrofolate Reductase (dhfr) Inhibitors, Dihydrofolate Reductase Inhibitor, Pharmacological Chaperones, Protozoal Dihydrofolate Reductase Inhibitor, Signal Transducer And Activator Of Transcription 3 Inhibitor]"	"DHFR"	"[Approved]"	"[CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1]"	"58-14-0"
"353709f4d2762cb3de6a7f0ce7b1a743"	"Isox"	"[NCGC00250390]"	"Hdac Inhibitor"	"[Hdac Inhibitor, Histone Deacetylase (hdac) 6 Inhibitor, Histone Deacetylase 6, Class Iib Inhibitor]"	"HDAC6"	"[Preclinical, Unknown]"	"[CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1]"	"1045792-66-2"
"353cb942988374c56f1fdc546fcbb95d"	"LFM-A13"	"[NCGC00481569, MLS002153290, NCGC00025100, NCGC00015617]"	"Tyrosine-protein Kinase Btk Inhibitor"	"[Tyrosine-protein Kinase Btk Inhibitor, Btk Inhibitor]"	"BTK"	"[Preclinical, Unknown, Phase I]"	"[C/C(O)=C(/C#N)C(=O)Nc1cc(Br)ccc1Br, C/C(O)=C(C#N)/C(O)=N/c1cc(Br)ccc1Br, CC(O)=C(C#N)C(=O)Nc1cc(Br)ccc1Br, C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br]"	"244240-24-2"
"353d28d4c1b83c3213ff0db884ca50e2"	"Bleomycin sulfate"	"[NCGC00346501, NCGC00390483]"	"Dna Strand Break Inducer"	"[Dna Strand Break Inducer, Glycopeptide Antibiotic]"	"H2AFX"	"[Unknown, Approved]"	"[Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1.O=S(=O)([O-])O, Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1, Cc1c(N)nc([C@H](CC(N)=O)NC[C@@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@@H](C)[C@H](O)[C@@H](C)C(=O)N[C@@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)C(O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1, Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1]"	"9041-93-4"
