"compound_id"	"compound_name"	"equivalent_structures"	"primary_moa"	"moas"	"primary_target_gene_symbol"	"phase"	"rdkit_smiles"	"CAS"	"nsc"	"prefix"	"name"	"pubchem_id"	"testing_status"	"failure_reason"	"confidential_flag"	"mechanism"	"synonym"	"smiles"	"cas.y"	"found"	"duplicated"
"99870b7117b117fffbebc99462866d81"	"Bafilomycin a1 from streptomyces griseus"	"[NCGC00485631, NCGC00163426, NCGC00179193, NCGC00162409, NCGC00163497]"	"Vacuolar H+ Atpase (v-atpase) Inhibitors"	"[Vacuolar H+ Atpase (v-atpase) Inhibitors, Vacuolar H+ Atpase (v-atpase) Inhibitor, Autophagy Inhibitor]"	"ATP6V1A"	"[Preclinical, Unknown]"	"[COC1=CC(C)=C[C@@H](C)[C@@H](O)[C@@H](C)CC(C)=CC=C[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O, CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O, COC1=C/C(C)=C/[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O, CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)C(C(C)C)O2)OC1=O, CO/C1=C/C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C\C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O, CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@H](C)C/C(C)=C/C=C/[C@H](OC)[C@H]([C@@H](C)[C@@H](O)[C@H](C)[C@H]2C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O]"	"88899-55-2"	"381866"	"S"	"bafilomycin deriv"	"470677"	""	"0"	"0"	""	"bafilomycin deriv.||bafilomycin deriv||bafilomycin a1"	"COC1\C=C\C=C(/C)\CC(C)C(O)C(C)\C=C(/C)\C=C(/OC)\C(=O)OC1C(C)C(O)C(C)C2(O)CC(O)C(C)C(O2)C(C)C"	"88899552"	"cas"	"FALSE"
"9992c10faf9ac99210c150ce3d93d326"	"Selumetinib"	"[NCGC00189073]"	"Mek1/2 Inibitor"	"[Mek1/2 Inibitor, Dual Specificity Mitogen-activated Protein Kinase Kinase 1 Inhibitor, Dual Specificity Mitogen-activated Protein Kinase Kinase 2 Inhibitor, Extracellular-regulated Kinase (erk) Inhibitor]"	"MAP2K1"	"[Phase III, Phase II, phase II]"	"[Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21, Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O]"	"606143-52-6"	"741078"	"S"	"Selumetinib"	"-1"	"Clinical trial"	"0"	"0"	"PK:STK,YK,MAP2K,MAP2K1,MAP2K2"	"ct-a6244||arry-142886||azd6244||selumetinib||azd-6244||ARRY-886"	"Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO"	"606143526"	"cas"	"FALSE"
"99b536ca7e947bca099e779ec62068b2"	"Triapine"	"[NCGC00386321]"	"Ribonucleoside-diphosphate Reductase Inhibitor"	"[Ribonucleoside-diphosphate Reductase Inhibitor, Antimetabolites, Chelating Agents]"	"RRM1"	"[Phase II, Unknown]"	"[NC(=S)N/N=C/c1ncccc1N]"	"143621-35-6"	"663249"	"S"	"Triapine"	"-1"	"Clinical trial"	"0"	"0"	"Dr|CC"	"triapine||3-ap||3-aminopyridine-2-carboxaldehyde thiosemicarbazone||OCX-0191||OCX-191||PAN-811||3-APCT"	"NC(=S)N\N=C\c1ncccc1N"	"143621356"	"cas"	"FALSE"
"9ac07084a7b189558623ca90cfd848a5"	"CUDC-427"	"[NCGC00390575]"	"Iap Inhibitor"	"[Iap Inhibitor, Inhibitor Of Apoptosis Proteins (iap) Inhibitor]"	"XIAP"	"[Phase I]"	"[CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1]"	"1446182-94-0"	"781468"	"S"	""	"-1"	"Clinical trial"	"0"	"0"	"IAP"	"a-1306||cudc-427||gdc-0917"	"CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)Nc3sc(nc3c4ccccc4)c5occn5"	"1446182940"	"cas"	"FALSE"
"9adf11ed73f45e29ce1944a59d84f519"	"Tivozanib"	"[NCGC00249390]"	"Vascular Endothelial Growth Factor Receptor 2 Inhibitor"	"[Vascular Endothelial Growth Factor Receptor 2 Inhibitor, Vegfr-1/2/3 Inhibitor, Vascular Endothelial Growth Factor Receptor 3 Inhibitor, Vascular Endothelial Growth Factor Receptor 1 Inhibitor, Tyrosine Kinase Inhibitor]"	"KDR"	"[Phase III, Unknown, Approved]"	"[[2H]C([2H])([2H])Oc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC([2H])([2H])[2H], COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC, COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O]"	"475108-18-0"	"758007"	"S"	"Tivozanib"	"-1"	"Clinical trial"	"0"	"0"	"PK:YK,MET,PDGFR,FGFR,KIT,VEGFR,FLT3"	"dc-001164||1-(2-chloro-4((6,7-dimethoxyquinolin-4-yl)oxy)phenyl)-3-...||tivozanib||av951||ASP-4130||AV-951||KRN-951||Tivopath||Tivopath; AV-951; KRN-951"	"COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC"	"475108180"	"cas"	"FALSE"
"9c4136fa77db50fdcca9bfccce84f0ec"	"SB590885"	"[NCGC00242249, NCGC00381721, NCGC00389421]"	"Raf Kinase B Inhibitor"	"[Raf Kinase B Inhibitor, Serine/threonine-protein Kinase B-raf Inhibitor, Serine/threonine-protein Kinase B-raf (val600glu Mutant) Inhibitor]"	"BRAF"	"[Preclinical, Unknown]"	"[CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N/O)c(-c3ccncc3)[nH]2)cc1, CN(C)CCOc1ccc(-c2n/c(=c3\ccc4c(c3)CCC=4N=O)c(=C3C=CNC=C3)[nH]2)cc1, CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)[nH]2)cc1, CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1, CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1.Cl.O, CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4=NO)[nH]2)cc1]"	"405554-55-4"	"754362"	"S"	"SB-590885"	"-1"	"Clinical trial"	"0"	"0"	"GTPase|PK:YK,BRAF"	"sb-590885 (raf)||5-{2[4-(2-dimethylaminoethyloxy)phenyl]-5-pyridin-4-yl-1...||1h-inden-1-one, 5-[2-[4-[2-(dimethylamino)ethoxy]phenyl]...||SB-590885"	"CN(C)CCOc1ccc(cc1)c2nc(c3ccncc3)c([nH]2)c4ccc5\C(=N\O)\CCc5c4"	"405554554"	"cas"	"FALSE"
"9c9cb8d7e625978f92505734f83a1e30"	"CRYPTOTANSHINONE"	"[NCGC00163650, MLS001049002, NCGC00095755]"	"Stat-3 Inhibitor"	"[Stat-3 Inhibitor, Prostaglandin G/h Synthase 2 Inhibitor, Corticosteroid 11-beta-dehydrogenase Izozyme 1 Inhibitor, Aldose Reductase Inhibitor, Acetylcholinesterase Inhibitor, Nitric Oxide Production Inhibitor]"	"STAT3"	"[Unknown, Clinical, Phase I]"	"[CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C, C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C]"	"35825-57-1"	"686518"	"S"	"(-)-cryptotanshinone"	"521176"	""	"0"	"0"	""	"phenanthro[1,2-b]furan-10,11-dione, 1,2,6,7,8,9-hexahydr...||(-)-cryptotanshinone"	"C[C@H]1COC2=C1C(=O)C(=O)c3c4CCCC(C)(C)c4ccc23"	"35825571"	"cas"	"FALSE"
"9cf85ca0befa86cd9060c6de13438927"	"PROGESTERONE"	"[NCGC00179853, NCGC00015785, NCGC00022185, MLS000028517, NCGC00261580, NCGC00016253, MLS001423982, NCGC00254120, MLS001074187, NCGC00178747, AB07930213, NCGC00094770, NCGC00259341, NCGC00090798, MLS000758277, AB07944368]"	"Progestogen Hormone"	"[Progestogen Hormone, Progesterone Receptor Agonist]"	"PGR"	"[Unknown, Approved]"	"[CC(=O)[C@H]1CCC2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C, CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C, CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C, CC(=O)C1CCC2C3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@]12C, CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C, CC(=O)[C@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C, CC(=O)[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C, CC(=O)[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C]"	"57-83-0"	"9704"	"S"	"lutex"	"75083"	""	"0"	"0"	""	"agolutin||flavolutan||proluton||6.alpha.-methylpregn-4-en-17.alpha.-ol-3,20-dione||gynolutone||progestin||colprosterone||syngesterone||primolut||.beta.-progesterone||luteodyn||prolidon||protormone||lucorteum||lutromone||hormoflaveine||.delta.(sup4)-pregnene-3,20-dione||luteopur||percutacrine luteinique||luteal hormone||progesterol||luteinique||pranone||progestosol||lutidon||luteocrin normale||mpa||progesteronum||progestronol||corpus luteum hormone||methylpregnone||luteosan||progestron||lutocylin||component of cyclogesterin||lingusorbs||lutogyl||nalutron||cyclogest||17.alpha.-progesterone||4-pregnene-3,20-dione||piaponon||lutocyclin m||corlutin||gestron||gesterol||progestone||pregnene-3,20-dione||progestasert||corporin||luteine||gestone||luteol (van)||lutren||pregnenedione||luteohormone||synovex s||lipo-lutin||pregn-4-ene-3,20-dione (9ci)||pregn-4-ene-3,20-dione, 17.alpha.-hydroxy-6.alpha.-methyl-||gestormone||glanducorpin||luteogan||wln: l e5 b666 ov mutj a1 e1 fv1||lutex||3,20-pregnene-4||lucorteum sol||luti"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"	"57830"	"cas"	"FALSE"
"9cfbaa3e4ed6a887497b0e641d3c0da8"	"2-Deoxyglucose"	"[MLS001332442, MLS002638629, NCGC00246766, MLS001332441, NCGC00247029, NCGC00346834]"	"Amp-activated Protein Kinase, Ampk Activator"	"[Amp-activated Protein Kinase, Ampk Activator, Sugar]"	""	"[Phase I/II, Unknown]"	"[OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O, O=CC[C@@H](O)[C@H](O)[C@H](O)CO, OCC1OC(O)CC(O)C1O, OC[C@H]1O[C@@H](O)C[C@@H](O)[C@@H]1O]"	"154-17-6"	"15193"	"S"	"ba 2758"	"79125"	""	"0"	"0"	""	"d-glucose, 2-deoxy-||wln: vh1yqyqyq1q-d-arabino||d-arabino-hexose, 2-deoxy- (8ci 9ci)||ba 2758"	"OCC(O)C(O)C(O)CC=O"	"154176"	"cas"	"FALSE"
"9d149c9f77d486a69d4639612be2dff6"	"GDC-0980"	"[NCGC00387831, NCGC00263109, NCGC00386186]"	"Mtor Inhibitor"	"[Mtor Inhibitor, Phosphatidylinositol 3-kinase (pi3k) Inhibitor, Serine/threonine-protein Kinase Mtor Inhibitor, Frap1/pi3k Inhibitor]"	"PIK3CA"	"[Phase II, Unknown]"	"[Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12, Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12.O=C(O)C(F)(F)F, Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12.Cl, Cc1c(CN2CCN(C(=O)[C@@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12, Cc1c(CN2CCN(C(=O)C(C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12, Cc1c(CN2CCN(C(=O)[C@@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12.O=C(O)C(F)(F)F]"	"1032754-93-0"	"764091"	"S"	"Apitolisib"	"-1"	"Clinical trial"	"0"	"0"	"PK:PIK3,MTOR"	"gdc-0980||;gdc-0980;s2696||s2696||R-7422||RG-7422||apitolisib||R-7422; RG-7422"	"C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1"	"1032754930"	"cas"	"FALSE"
"9d61544775c753cb21046c7413354336"	"GDC-0349"	"[NCGC00346465, NCGC00389725]"	"Pim-3 Kinase Inhibitor, Mtor"	"[Pim-3 Kinase Inhibitor, Mtor, Serine/threonine-protein Kinase Pim-3 Inhibitor, Pim-3 Kinase Inhibitors, Mtor]"	"PIM3"	"[Discontinued, Unknown, Investigational, Phase I]"	"[CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4C)n2)CCN(C2COC2)C3)cc1, CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@H]4C)n2)CCN(C2COC2)C3)cc1, CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1, CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1.CS(=O)(=O)O]"	"1207360-89-1"	"771532"	"S"	"GDC-0349"	"-1"	"Clinical trial"	"0"	"0"	"PK:MTOR"	"RG-7603||gdc-0349"	"CCNC(=O)Nc1ccc(cc1)c2nc3CN(CCc3c(n2)N4CCOC[C@@H]4C)C5COC5"	"1207360891"	"cas"	"FALSE"
"9d654fb46d4877542e09f7cd702fb76b"	"Ribavirin"	"[NCGC00016835, MLS000028486, NCGC00015904, NCGC00090726, MLS002222317, NCGC00095898, NCGC00258520, AB02509398, NCGC00261748]"	"Inosine 5'-monophosphate Dehydrogenase (impdh) Inhibitors"	"[Inosine 5'-monophosphate Dehydrogenase (impdh) Inhibitors, Inosine 5'-monophosphate Dehydrogenase (impdh) Inhibitor, Inosine 5'-monophosphate Dehydrogenase Inhibitor, Equilibrative Nucleoside Transporter 1 Inhibitor]"	"IMPDH2"	"[Unknown, Approved]"	"[NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)n1, NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1, NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1, NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1, NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)n1, NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)n1]"	"36791-04-5"	"163039"	"S"	"Ribavirin"	"438021"	""	"0"	"0"	""	"rtc||virazole||ribavirin||viramid||icn 1229||copegus||ribasphere||rebetol||1-.beta.-d-ribofuranosyl-1h-1,2,4-triazole-3-carboxamide||rtca||1,2,4-triazole-3-carboxamide, 1-.beta.-d-ribofuranosyl-||1h-1,2,4-triazole-3-carboxamide, 1-.beta.-d-ribofuranosy...||nsc 163039||ribavirin(usan)||vilona"	"NC(=O)c1ncn(n1)C2OC(CO)C(O)C2O"	"36791045"	"cas"	"FALSE"
"9d8c070dd7aad013f4dc3e8a373477f7"	"Amsacrine"	"[NCGC00260839, NCGC00162077, NCGC00015113, NCGC00093644, MLS002153376]"	"Dna Topoisomerase Ii Alpha Inhibitor"	"[Dna Topoisomerase Ii Alpha Inhibitor, Dna Topoisomerase Ii Inhibitor, Dna Intercalating Drugs]"	"TOP2A"	"[Unknown, Approved]"	"[Br.COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12, COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2[nH+]c2ccccc12.CS(=O)(=O)[O-], COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl, COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12]"	"54301-15-4"	"141549"	"S"	"M-AMSA"	"559100"	""	"0"	"0"	"T2"	"m-amsa hydrochloride||methanesulfone-m-anisidine-4'-[(9-acridinyl)amino] hydro...||methanesulfonamide, n-[4-(9-acridinylamino)-3-methoxyphe...||methanesulfon-m-anisidide 4'-(9-acridinylamino)-,||methansulfon-m-aniside, 4'-(9-acridinylamino)-, monohydr...||amsacrine (usan)||Amsacrine Lactate||m-amsa||sn 11841||Amsacrine"	"COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccccc3nc4ccccc24"	"54301154"	"cas"	"FALSE"
"9efa64ea8aec2f233716fc1b3741f116"	"Lexibulin hydrochloride"	"[NCGC00389386, NCGC00482833, NCGC00346574]"	"Tubulin Depolymerization Inhibitor"	"[Tubulin Depolymerization Inhibitor, Microtubule Polymerization Inhibitor, Tubulin Polymerization Inhibitor]"	"TUBB"	"[Phase II]"	"[CCCC(Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1, CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1, CCC[C@@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1]"	"917111-44-5"	"758488"	"S"	"Lexibulin"	"-1"	"Clinical trial"	"0"	"0"	"Tu|Tu-frag"	"s2195||cyt997||CYT-997||lexibulin"	"CCC[C@H](Nc1nc(ncc1C)c2ccc(NC(=O)NCC)c(OC)c2)c3cccnc3"	"917111445"	"cas"	"FALSE"
"9f1cc460b0849b67e0145c9019ea9178"	"REBECCAMYCIN"	"[NCGC00485587, NCGC00346471, MLS002701854]"	"Dna Topoisomerase I Inhibitors"	"[Dna Topoisomerase I Inhibitors, Dna Topoisomerase I Inhibitor]"	"TOP1"	"[Preclinical, Unknown]"	"[CO[C@H]1[C@H](CO)O[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)[C@@H](O)[C@@H]1O, COC1C(CO)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O, CO[C@@H]1[C@@H](CO)O[C@@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)[C@H](O)[C@H]1O]"	"93908-02-2"	"359079"	"S"	"rebeccamycin"	"465209"	""	"0"	"0"	""	"5h-indolo[2,3-a]pyrrolo[3,4-c]carbasole-5,7(6h)-dione, 1...||5h-indolo[2,3-a]pyrrolo[3,4-c]carbazole-5,7(6h)-dione, 1...||rebeccamycin"	"COC1C(CO)OC(C(O)C1O)n2c3c(Cl)cccc3c4c5C(=O)NC(=O)c5c6c7cccc(Cl)c7[nH]c6c24"	"93908022"	"cas"	"FALSE"
"9f344fca2126d440f7d9eda2c8120269"	"NITROXOLINE"	"[MLS001148594, MLS000069750, NCGC00160664]"	"Methionine Aminopeptidase-2 (metap2) Inhibitor"	"[Methionine Aminopeptidase-2 (metap2) Inhibitor, Methionine Aminopeptidase-2 Inhibitor, Bacterial Methionine Aminopeptidase Inhibitor, Cathepsin B Inhibitor, Nad-dependent Protein Deacetylase Sirtuin-1 Inhibitor]"	"METAP2"	"[Phase II, Unknown]"	"[O=C1C=CC(=[N+]([O-])O)c2cccnc21, O=[N+]([O-])c1ccc(O)c2ncccc12, Cl.O=[N+]([O-])c1ccc(O)c2ncccc12]"	"4008-48-4"	"74947"	"S"	"noxin"	"116681"	""	"0"	"0"	""	"8-quinolinol, 5-nitro- (8ci9ci)||5-nitro-8-oxychinoline||nitroxolin||5-nitro-8-hydroxyquinoline||noxibiol||a-82||5-nitro-8-quinolinol||5nok||8-hydroxy-5-nitroquinoline||5-nitroxine||5-nok||5-nitro-8-oxyquinoline||5-nitroks||nibiol||nitroxoline||wln: t66 bnj gnw jq||noxin"	"Oc1ccc(c2cccnc12)[N+](=O)[O-]"	"4008484"	"cas"	"TRUE"
"9fb840f1f4d62e8896ba041b6d57efe5"	"ARTEMISININ"	"[NCGC00332311, NCGC00160207, NCGC00017227, MLS002473310, MLS001195096, NCGC00095274, MLS001304036, MLS001178569, NCGC00179742, NCGC00016905, NCGC00389287, NCGC00161634, MLS001097650, NCGC00142461]"	"Antimalarial Agents"	"[Antimalarial Agents, Anti-malarial, Malarial Type Ll Nadh:quinone Oxidoreductase (pfndh2) (plasmodium Falciparum) Inhibitor]"	"PfATP6"	"[Unknown, Approved]"	"[CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3OC[C@@]4(C)C[C@@H]1[C@]32OO4, C[C@@H]1C(=O)O[C@@H]2O[C@]3(C)CCC4[C@H](C)CCC1C42OO3, C[C@H]1CC[C@@H]2[C@@H](C)C(=O)O[C@H]3O[C@@]4(C)CC[C@H]1[C@@]32OO4, C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CCC1C23OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]32OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4, C[C@@H]1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CCC1[C@]32OO4, C[C@H]1CC[C@@H]2[C@@H](C)C(=O)O[C@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3OC4(C)CC[C@@H]1[C@]32OO4, CC1CCC2[C@@H](C)C(=O)OC3O[C@]4(C)CCC1C32OO4, CC1CCC2C(C)C(=O)OC3O[C@]4(C)CCC1[C@@]32OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1C32OO4, C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4, C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4, CC1C(=O)OC2O[C@]3(C)CC[C@H]4C(C)CCC1[C@]24OO3, C[C@@H]1CCC2[C@@H](C)C(=O)OC3O[C@@]4(C)CCC1[C@]32OO4]"	"63968-64-9"	"369397"	"S"	"qinghaosu"	"577180"	""	"0"	"0"	""	"artemisinine||qinghaosu"	"CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4"	"63968649"	"cas"	"FALSE"
"9fbfafc59aaefd50fb55e54604557996"	"SNS-032"	"[NCGC00263167]"	"Cdk2,7,9 Inhibitor"	"[Cdk2,7,9 Inhibitor, Cdk 2/7/9 Inhibitor, Cyclin-dependent Kinase 9 Inhibitor, Cyclin-dependent Kinase 7 Inhibitor, Cdk2/cyclin E Inhibitor]"	"CDK2"	"[Phase II, Phase I/II, Phase I]"	"[CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1]"	"345627-80-7"	"767048"	"S"	"BMS-387032"	"-1"	"Clinical trial"	"0"	"0"	"PK:CDK,CDK2,CDK7,CDK9"	"sns-032||bms-387032||s1145"	"CC(C)(C)c1oc(CSc2cnc(NC(=O)C3CCNCC3)s2)nc1"	"345627807"	"cas"	"FALSE"
"a1065bedec69f602a219ef48699a1d6a"	"(s)-(+)-camptothecin"	"[NCGC00017231, NCGC00024997, MLS000766223, NCGC00261026, NCGC00142465, NCGC00015290, NCGC00178592, NCGC00016994]"	"Dna Topoisomerase I Inhibitors"	"[Dna Topoisomerase I Inhibitors, Dna Topoisomerase I Inhibitor, Beta-amyloid (abeta) Production Inhibitor]"	"TOP1"	"[Not determined, Unknown, Approved]"	"[CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1, CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1, CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1]"	"7689-03-4"	"94600"	"S"	"Camptothecin"	"399733"	""	"0"	"0"	"T1"	"nsc 100880||21,22-secocamptothecin-21-oic acid lactone||camptothecin||camptothecine (8ci)||20(s)-camptothecine||1h-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4h,1...||sodium camptothecin||Camptothecine||Na salt"	"CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O"	"7689034"	"cas"	"FALSE"
"a109372de3fa1aedb2f7e6cc23bc682b"	"Cep28122"	"[NCGC00482940, NCGC00387821]"	"Alk Inhibitor"	"[Alk Inhibitor, Alk Tyrosine Kinase Receptor Inhibitor]"	"ALK"	"[Preclinical, Unknown]"	"[COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2, COc1c(Nc2ncc(Cl)c(N[C@@H]3[C@@H]4C=C[C@H](C4)[C@H]3C(N)=O)n2)ccc2c1CCC(N1CCOCC1)CC2, COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@H](N1CCOCC1)CC2]"	"1022958-60-6"	"779218"	"S"	"CEP-28122"	"-1"	"Clinical trial"	"0"	"0"	"PK:ALK"	"ct-cep281||cep-28122 (alk)||CEP-28122"	"COc1c2CC[C@H](CCc2ccc1Nc3ncc(Cl)c(N[C@@H]4[C@@H]5CC(C=C5)[C@@H]4C(=O)N)n3)N6CCOCC6"	"1022958606"	"cas"	"FALSE"
