Cosmic id	Analysis.Set.Name	Sanger_ID	GDSC.description_1	SLFN11
910948	MFM-223	1710STDY5035266	breast	3.0676
907276	KATOIII	CGP_CCL5228686	digestive_system	3.2420
909740	SNU-C2B	1710STDY5035360	large_intestine	2.9988
687816	NCI-H2228	1710STDY5034601	lung_NSCLC	6.2741
906843	DoTc2-4510	CGP_CCL5055168	urogenital_system	4.3650
724879	SW900	1710STDY5034616	lung_NSCLC	5.8430
909754	SW684	CGP_CCL5055186	soft_tissue	2.9457
724812	T-24	CGP_CCL5055221	urogenital_system	7.4734
908156	MV-4-11	1710STDY5034936	leukemia	3.5902
910546	PSN1	1710STDY5035482	pancreas	4.6823
753600	NCI-H1563	CGP_CCL5228678	lung_NSCLC	3.0189
910554	CW-2	1710STDY5035333	large_intestine	3.0867
906842	DOHH-2	1710STDY5034924	lymphoma	4.3016
949171	NB10	CGP_CCL5055255	neuroblastoma	2.8944
687812	NCI-H2085	1710STDY5034617	lung_NSCLC	3.1930
687819	NCI-H2342	1710STDY5034645	lung_NSCLC	6.6932
724834	NCI-H2087	1710STDY5034686	lung_NSCLC	6.2704
906831	Daudi	1710STDY5034960	lymphoma	3.1492
1240205	PCI-38	1710STDY5035532	aero_dig_tract	3.1102
910399	NCI-H838	CGP_CCL5103783	lung_NSCLC	2.9210
907072	HuO9	1710STDY5035451	bone	7.7544
908469	NCI-H1436	CGP_CCL5369338	lung_SCLC	2.8779
1240182	NCI-H1836	CGP_CCL5391668	lung_SCLC	3.3377
687802	NCI-H1693	1710STDY5034592	lung_NSCLC	6.7468
905971	HCC2998	1710STDY5035335	large_intestine	3.2931
910905	SNU-C1	1710STDY5035346	large_intestine	2.8091
905949	A549	1710STDY5034564	lung_NSCLC	5.6032
924105	BPH-1	CGP_CCL5055299	urogenital_system	7.8016
1297449	Farage	CGP_CCL5306272	lymphoma	3.3195
906864	FTC-133	CGP_CCL5055236	thyroid	7.0695
1240196	OSC-20	1710STDY5035529	aero_dig_tract	7.1892
910906	ST486	1710STDY5034880	lymphoma	3.5472
1480359	JHOS-4	CGP_CCL5306280	urogenital_system	4.8999
908472	NCI-H1573	1710STDY5034685	lung_NSCLC	5.7398
1290908	HCC-78	CGP_CCL5306163	lung_NSCLC	8.1133
1240155	IM-95	1710STDY5035602	digestive_system	3.1599
909750	SW1783	CGP_CCL5055117	nervous_system	8.4351
753569	KNS-62	1710STDY5034575	lung_NSCLC	5.3209
909759	SW982	CGP_CCL5055188	soft_tissue	6.4063
905967	NCI-H322M	1710STDY5034605	lung_NSCLC	2.8954
908444	NCI-SNU-1	1710STDY5035598	digestive_system	3.0345
1240169	LN-229	CGP_CCL5055129	nervous_system	3.5097
1240208	PL18	1710STDY5035488	pancreas	5.9569
1331035	SU-DHL-4	CGP_CCL5306183	lymphoma	3.1824
749715	HCC2157	1710STDY5035275	breast	2.8466
1298146	huH-1	CGP_CCL5306268	digestive_system	4.0555
687563	A172	CGP_CCL5055111	nervous_system	5.6071
1240168	LN-18	CGP_CCL5055130	nervous_system	3.0088
1503363	OACM5-1	CGP_CCL5228684	aero_dig_tract	4.4399
1298352	NCI-H2135	1710STDY5034705	lung_NSCLC	3.3933
906821	CFPAC-1	1710STDY5035476	pancreas	6.1264
1298134	HeLa	CGP_CCL5055170	urogenital_system	3.8161
905991	OVCAR-8	1710STDY5035302	urogenital_system	5.9830
908128	Mewo	1710STDY5035158	skin	3.3057
1298526	PA-TU-8902	CGP_CCL5391641	pancreas	2.8729
907042	H4	CGP_CCL5055115	nervous_system	6.3342
907286	HuP-T4	1710STDY5035499	pancreas	7.3802
1240190	NCI-H3122	1710STDY5034625	lung_NSCLC	5.1658
998189	LS-180	1710STDY5035368	large_intestine	2.8304
1322218	Hs-445	CGP_CCL5369292	lymphoma	7.2023
949172	NB12	CGP_CCL5055256	neuroblastoma	3.1088
907173	IST-MES1	1710STDY5034659	lung	7.0324
907790	LoVo	1710STDY5035366	large_intestine	3.3995
905951	BT-549	1710STDY5035236	breast	6.6137
687777	Calu-3	CGP_CCL5306262	lung_NSCLC	5.6709
1240210	RH-41	CGP_CCL5055344	soft_tissue	3.2787
908460	NCI-H441	1710STDY5034633	lung_NSCLC	6.7827
908482	NCI-H630	1710STDY5035342	large_intestine	3.1387
910568	CGTH-W-1	CGP_CCL5055227	thyroid	5.9766
713885	SBC-1	1710STDY5034703	lung_SCLC	3.1850
908445	NCI-SNU-5	1710STDY5035595	digestive_system	7.7052
909697	RF-48	1710STDY5035607	digestive_system	2.8560
909711	SCH	1710STDY5035606	digestive_system	2.9259
1240222	TOV-21G	CGP_CCL5306187	urogenital_system	2.8596
753561	HO-1-u-1	1710STDY5035542	aero_dig_tract	3.0126
909738	SNU-449	CGP_CCL5055317	digestive_system	3.1399
687600	NCI-H720	CGP_CCL5103696	lung_NSCLC	3.1163
906844	DU-4475	1710STDY5035278	breast	3.0493
1660035	SNU-61	CGP_CCL5391655	large_intestine	3.2347
946356	TE-12	1710STDY5034839	aero_dig_tract	3.1615
1240131	H2591	1710STDY5034624	lung	7.3997
906841	DJM-1	1710STDY5035148	skin	7.7369
906693	BxPC-3	1710STDY5035475	pancreas	4.4319
1290813	H2795	1710STDY5034720	lung	6.9092
907794	LS-411N	1710STDY5035340	large_intestine	3.2221
908452	no-10	1710STDY5035130	nervous_system	7.7427
687821	NCI-H2405	1710STDY5034643	lung_NSCLC	6.4015
909756	SW872	CGP_CCL5055187	soft_tissue	6.1954
1331034	SU-DHL-16	CGP_CCL5306184	lymphoma	4.3530
907057	HLE	CGP_CCL5055319	digestive_system	7.4413
909755	SW837	1710STDY5035348	large_intestine	3.3710
917486	LS-1034	1710STDY5035358	large_intestine	2.7438
753604	NCI-H292	1710STDY5034604	lung_NSCLC	6.4938
1240136	H2804	1710STDY5034655	lung	7.8878
906862	EVSA-T	1710STDY5035276	breast	3.0874
687459	TCCSUP	CGP_CCL5055209	urogenital_system	4.4589
1290797	DAN-G	1710STDY5035497	pancreas	5.6993
906873	GMS-10	CGP_CCL5055135	nervous_system	3.0608
1240202	PC-3 [JPC-3]	CGP_CCL5055300	lung_NSCLC	6.9320
910942	NEC8	CGP_CCL5306277	urogenital_system	3.0001
1240137	H2810	CGP_CCL5103723	lung	7.9909
905947	786-0	1710STDY5035392	kidney	7.5897
905969	OVCAR-5	1710STDY5035301	urogenital_system	4.2396
949094	M059J	CGP_CCL5055116	nervous_system	6.7700
905984	SF539	1710STDY5035111	nervous_system	7.3458
1290798	EFM-192A	1710STDY5035263	breast	4.6133
1480361	OV-17R	CGP_CCL5306286	urogenital_system	2.7881
910926	BFTC-905	CGP_CCL5055204	urogenital_system	5.7748
910915	Capan-2	1710STDY5035501	pancreas	3.1444
753622	TE-10	1710STDY5034841	aero_dig_tract	3.6319
909255	PA-1	1710STDY5035303	urogenital_system	3.7465
1240193	NCI-H847	CGP_CCL5369303	lung_SCLC	2.9811
1298475	PANC-02-03	CGP_CCL5306285	pancreas	3.2288
910852	CAL-85-1	1710STDY5035239	breast	6.3875
687800	NCI-H1650	1710STDY5034590	lung_NSCLC	3.0072
909264	RD	CGP_CCL5055343	soft_tissue	4.4551
907172	IST-MEL1	1710STDY5035153	skin	6.5775
924186	KGN	1710STDY5035296	urogenital_system	7.7233
753607	NCI-H835	CGP_CCL5228708	lung_NSCLC	2.6340
753614	TE-15	1710STDY5034838	aero_dig_tract	6.7855
1240156	Ishikawa(Heraklio)02ER-	CGP_CCL5055275	urogenital_system	2.9873
1240216	SNU-182	CGP_CCL5055320	digestive_system	3.3890
907271	KALS-1	1710STDY5035117	nervous_system	5.3790
909728	SK-MES-1	1710STDY5034646	lung_NSCLC	7.9020
688010	NCI-H1963	1710STDY5034665	lung_SCLC	2.8510
906817	COLO-680N	1710STDY5034847	aero_dig_tract	4.4971
753556	EPLC-272H	1710STDY5034676	lung_NSCLC	5.7085
910704	AU565	1710STDY5035269	breast	6.1765
907280	KMOE-2	1710STDY5034858	leukemia	4.6922
1299078	WM1552C	1710STDY5035174	skin	4.0287
909904	YAPC	1710STDY5035484	pancreas	7.4887
907275	KASUMI-1	1710STDY5034897	leukemia	3.4208
1298151	JHH-1	CGP_CCL5055327	digestive_system	3.2657
1240158	JHH-4	CGP_CCL5055325	digestive_system	6.5236
1298529	PCI-30	1710STDY5035556	aero_dig_tract	6.5488
909704	RT-112	CGP_CCL5055207	urogenital_system	2.5879
724868	NCI-H1792	1710STDY5034594	lung_NSCLC	3.2049
1480360	OV-7	CGP_CCL5306304	urogenital_system	7.0158
688011	NCI-H2029	1710STDY5034669	lung_SCLC	3.4899
1660036	SNU-81	CGP_CCL5369318	large_intestine	2.9715
753538	Ca9-22	1710STDY5035527	aero_dig_tract	2.9428
687561	42-MG-BA	CGP_CCL5055140	nervous_system	7.6307
753584	LB831-BLC	CGP_CCL5055216	urogenital_system	6.7894
1290765	CAL-78	1710STDY5035449	bone	6.5120
1290809	H2373	1710STDY5034710	lung	6.5590
908481	NCI-H2196	1710STDY5034719	lung_SCLC	5.0866
908459	NCI-H596	1710STDY5034648	lung_NSCLC	3.2701
1331033	SU-DHL-10	CGP_CCL5306181	lymphoma	3.0446
910910	UACC-812	CGP_CCL5103685	breast	7.2009
906830	C32	1710STDY5035185	skin	6.1776
906853	EGI-1	CGP_CCL5055313	digestive_system	2.7338
971774	RH-18	CGP_CCL5055346	soft_tissue	3.2062
905968	IGROV-1	1710STDY5035295	urogenital_system	2.9337
1287706	451Lu	CGP_CCL5306211	skin	3.1154
1331049	WIL2-NS	CGP_CCL5228751	lymphoma	7.0742
1240191	NCI-H647	1710STDY5034688	lung_NSCLC	3.0331
753563	IM-9	CGP_CCL5103736	myeloma	3.2885
907321	KYSE-510	1710STDY5034844	aero_dig_tract	7.2380
1660034	SNU-407	CGP_CCL5369319	large_intestine	2.9305
946382	CAMA-1	1710STDY5035240	breast	2.8634
905983	U251	CGP_CCL5055120	nervous_system	6.9195
1240132	H2595	CGP_CCL5103733	lung	5.5975
907067	HT-144	1710STDY5035151	skin	2.9847
724855	NCI-H727	1710STDY5034613	lung_NSCLC	4.0051
688121	VA-ES-BJ	CGP_CCL5055189	soft_tissue	8.0303
753577	LB1047-RCC	1710STDY5035410	kidney	8.3825
907175	JAR	CGP_CCL5055193	urogenital_system	2.9235
910911	SCC-15	1710STDY5035524	aero_dig_tract	6.6650
906837	Detroit562	1710STDY5035543	aero_dig_tract	5.1584
753579	LB2518-MEL	1710STDY5035169	skin	3.5713
1299064	T-T	CGP_CCL5306159	aero_dig_tract	3.0306
946370	D-392MG	1710STDY5035121	nervous_system	7.5369
909716	SJRH30	CGP_CCL5055338	soft_tissue	4.6256
1240167	KYSE-220	1710STDY5034827	aero_dig_tract	4.0072
909751	SW48	1710STDY5035370	large_intestine	2.8892
909720	SK-LMS-1	CGP_CCL5055190	soft_tissue	6.4844
687787	LK-2	1710STDY5034727	lung_NSCLC	3.6896
683667	PFSK-1	CGP_CCL5055144	nervous_system	2.9128
1298531	PCI-4B	1710STDY5035559	aero_dig_tract	7.4046
753576	KYSE-70	1710STDY5034826	aero_dig_tract	2.7284
1240147	Hep 3B2_1-7	CGP_CCL5369291	digestive_system	2.9422
906793	A375	1710STDY5035141	skin	5.7914
907282	KNS-42	1710STDY5035133	nervous_system	6.6873
908138	MKN1	1710STDY5035590	digestive_system	4.6644
753596	MZ7-mel	1710STDY5035171	skin	4.0060
907176	JEG-3	CGP_CCL5306160	urogenital_system	3.2763
905989	KM12	1710STDY5035338	large_intestine	2.9817
908131	MG-63	1710STDY5035441	bone	7.3839
908441	NCCIT	CGP_CCL5055354	urogenital_system	3.0508
1240139	H290	1710STDY5034626	lung	7.4176
1240174	MFE-319	CGP_CCL5055282	urogenital_system	2.9990
753573	KYSE-140	1710STDY5034833	aero_dig_tract	2.8056
910903	RPMI-7951	1710STDY5035188	skin	6.5977
906794	A253	1710STDY5035552	aero_dig_tract	4.1197
907064	HT-1080	CGP_CCL5055195	soft_tissue	4.2648
753570	KOSC-2	1710STDY5035545	aero_dig_tract	3.2999
909735	SNG-M	CGP_CCL5369341	urogenital_system	2.8709
909718	SK-CO-1	CGP_CCL5369288	large_intestine	2.8984
924247	SW954	CGP_CCL5055369	urogenital_system	6.9766
687455	RT4	CGP_CCL5055222	urogenital_system	3.9315
909778	UACC-893	1710STDY5035255	breast	2.9065
909770	TGBC11TKB	1710STDY5035597	digestive_system	2.9775
907046	HCC1569	1710STDY5035270	breast	2.6355
906791	ABC-1	CGP_CCL5228677	lung_NSCLC	7.0633
907051	HEC-1	CGP_CCL5055283	urogenital_system	2.9234
753562	HSC-2	CGP_CCL5103686	aero_dig_tract	7.2782
1503366	ESO26	CGP_CCL5228690	aero_dig_tract	3.7423
905990	OVCAR-4	1710STDY5035300	urogenital_system	2.7458
910695	TGBC24TKB	CGP_CCL5055362	digestive_system	3.3740
907066	HT-1376	CGP_CCL5055206	urogenital_system	2.9762
688021	NCI-H345	CGP_CCL5103700	lung_SCLC	5.2412
1290807	G-292 Clone A141B1	CGP_CCL5103690	bone	2.9834
1299050	SAT	CGP_CCL5306224	aero_dig_tract	3.1580
1327773	KARPAS-1106P	CGP_CCL5391663	lymphoma	6.2368
1290724	BICR10	CGP_CCL5306254	aero_dig_tract	4.4744
924100	22RV1	CGP_CCL5391666	urogenital_system	4.4889
910927	CAL-51	1710STDY5035267	breast	4.0317
1331037	SU-DHL-6	CGP_CCL5306284	lymphoma	3.2839
687590	U-87-MG	CGP_CCL5055121	nervous_system	6.1262
1509074	NCC021	CGP_CCL5228724	kidney	7.7552
1659928	SNU-175	CGP_CCL5369321	large_intestine	3.6408
687457	SW780	CGP_CCL5055213	urogenital_system	3.5172
910698	BFTC-909	1710STDY5035403	kidney	7.2224
910697	A388	CGP_CCL5055196	skin	7.2432
908446	NCI-SNU-16	1710STDY5035594	digestive_system	3.0351
1240183	NCI-H1869	1710STDY5034690	lung_NSCLC	3.0294
946354	TE-11	1710STDY5034825	aero_dig_tract	4.5495
753592	LXF-289	1710STDY5034583	lung_NSCLC	3.6405
1290814	H2818	1710STDY5034700	lung	6.9063
1298222	KYSE-50	1710STDY5034821	aero_dig_tract	3.0162
906870	GDM-1	CGP_CCL5391656	leukemia	3.2178
753564	IST-SL1	1710STDY5034636	lung_SCLC	2.6935
925341	NCI-H810	1710STDY5034641	lung_NSCLC	2.6461
688058	NCI-H2052	1710STDY5034724	lung	7.3780
907069	HuCCT1	CGP_CCL5055314	digestive_system	2.8189
910549	OE33	1710STDY5034828	aero_dig_tract	6.4302
907317	KYSE-150	1710STDY5034832	aero_dig_tract	2.6879
907061	HSC-3	1710STDY5035547	aero_dig_tract	6.1107
905960	MDA-MB-231	1710STDY5035250	breast	2.8356
1297439	COR-L95	CGP_CCL5369294	lung_SCLC	7.4455
1247873	H3255	1710STDY5034693	lung_NSCLC	6.3471
906807	CRO-AP2	1710STDY5034950	lymphoma	3.4032
1290812	H2722	1710STDY5034726	lung	6.2362
1290771	CL-34	CGP_CCL5468642	large_intestine	3.7074
1240199	OVKATE	1710STDY5035308	urogenital_system	4.2772
906818	COLO-679	1710STDY5035145	skin	5.7834
1240185	NCI-H1944	CGP_CCL5306227	lung_NSCLC	4.7863
1298141	Hs766T	CGP_CCL5228712	pancreas	3.0400
907045	HCC1419	CGP_CCL5228722	breast	2.7170
907171	IPC-298	CGP_CCL5103787	skin	5.0927
1331048	VAL	CGP_CCL5228739	lymphoma	3.1737
909713	SH-4	1710STDY5035160	skin	2.7372
1322224	HSC-39	CGP_CCL5306301	digestive_system	3.3697
905976	UACC-62	1710STDY5035167	skin	6.5676
907041	GT3TKB	1710STDY5035589	digestive_system	7.3552
1298145	Hs940-T	CGP_CCL5369270	skin	6.3949
949170	LAN-6	CGP_CCL5055254	neuroblastoma	2.7413
908450	no-11	1710STDY5035131	nervous_system	2.9218
1287381	201T	1710STDY5034701	lung_NSCLC	6.5773
910861	RL	CGP_CCL5103797	lymphoma	3.2528
1240206	PCI-6A	1710STDY5035558	aero_dig_tract	3.5213
910701	SCC-25	1710STDY5035539	aero_dig_tract	6.6635
1240134	H2731	1710STDY5034728	lung	4.9217
925340	MKN45	1710STDY5035592	digestive_system	4.1394
717431	SK-N-SH	CGP_CCL5055126	neuroblastoma	2.9637
905972	HOP-62	1710STDY5034573	lung_NSCLC	7.6976
907287	HT55	CGP_CCL5306195	large_intestine	3.0027
753574	KYSE-410	1710STDY5034824	aero_dig_tract	3.2530
1298349	NCI-H1688	1710STDY5034689	lung_SCLC	3.2294
1240149	Hs633T	CGP_CCL5055191	soft_tissue	5.9091
910925	A431	1710STDY5035142	skin	4.0360
905936	HCT-116	1710STDY5035336	large_intestine	2.9956
1290730	CAL-29	CGP_CCL5055218	urogenital_system	6.4987
1290922	HDQ-P1	1710STDY5035273	breast	3.7581
1298157	JIMT-1	CGP_CCL5468667	breast	3.3826
910916	CAL-27	CGP_CCL5055372	aero_dig_tract	4.1486
909719	SK-HEP-1	CGP_CCL5055316	digestive_system	3.3119
687588	U-118-MG	CGP_CCL5055119	nervous_system	7.3222
1240161	JHU-011	1710STDY5035535	aero_dig_tract	6.1643
1524418	RCC-AB	CGP_CCL5228732	kidney	6.6807
906805	COR-L105	1710STDY5034569	lung_NSCLC	2.7133
910952	CAL-54	1710STDY5035404	kidney	6.2209
724872	SHP-77	1710STDY5034629	lung_SCLC	2.8226
1503365	SK-GT-4	CGP_CCL5228706	aero_dig_tract	2.8586
1290795	CS1	CGP_CCL5306298	bone	5.5374
753555	EC-GI-10	1710STDY5034846	aero_dig_tract	3.0005
909907	ZR-75-30	1710STDY5035256	breast	3.4302
1240186	NCI-H196	1710STDY5034619	lung_SCLC	4.1411
909975	KURAMOCHI	1710STDY5035297	urogenital_system	2.8739
687807	NCI-H1838	1710STDY5034595	lung_NSCLC	2.9264
1659823	SNU-1040	CGP_CCL5391664	large_intestine	2.9833
1240144	HCC-366	CGP_CCL5369286	lung_NSCLC	5.9516
1480372	PEO1	CGP_CCL5306288	urogenital_system	5.9408
906871	GI-1	1710STDY5035118	nervous_system	6.1218
753546	CP66-MEL	1710STDY5035170	skin	2.8226
910689	COLO-678	1710STDY5035356	large_intestine	2.8405
1240170	LNZTA3WT4	CGP_CCL5055127	nervous_system	2.7907
930083	RO82-W-1	CGP_CCL5055231	thyroid	5.9911
946369	D-336MG	1710STDY5035122	nervous_system	6.5029
1298359	OE21	1710STDY5034822	aero_dig_tract	4.3894
908465	NCI-H358	1710STDY5034606	lung_NSCLC	2.9099
753608	PC-14	1710STDY5034615	lung_NSCLC	2.8663
753541	CAL-33	1710STDY5035523	aero_dig_tract	6.1836
909758	SW962	CGP_CCL5055370	urogenital_system	6.5964
1298347	NCI-H1435	CGP_CCL5369313	lung_NSCLC	4.9073
905980	TK10	1710STDY5035399	kidney	2.7549
687799	NCI-H1648	1710STDY5034589	lung_NSCLC	3.7744
910700	C2BBe1	1710STDY5035351	large_intestine	2.8676
1240218	SU8686	1710STDY5035486	pancreas	6.7752
1659929	SNU-283	CGP_CCL5391665	large_intestine	3.6548
1290725	BICR31	CGP_CCL5369281	aero_dig_tract	5.8152
909263	RCM-1	1710STDY5035376	large_intestine	2.6805
687452	5637	CGP_CCL5055220	urogenital_system	5.2935
724869	HPAF-II	CGP_CCL5103729	pancreas	3.1781
753533	BB65-RCC	CGP_CCL5103731	kidney	6.1222
1503362	OACp4C	CGP_CCL5228713	aero_dig_tract	3.5533
753586	LCLC-103H	1710STDY5034579	lung_NSCLC	4.9736
1290769	CL-11	CGP_CCL5306232	large_intestine	2.9527
909717	SJSA-1	1710STDY5035445	bone	6.7699
1240135	H2803	1710STDY5034698	lung	7.2232
925348	PANC-10-05	1710STDY5035481	pancreas	6.0482
753532	BB49-HNC	CGP_CCL5103737	aero_dig_tract	6.3553
1298226	LOU-NH91	CGP_CCL5306193	lung_NSCLC	6.0634
905941	NCI-H226	1710STDY5034602	lung_NSCLC	5.5136
1298533	PL4	CGP_CCL5306253	pancreas	3.4987
910946	S-117	CGP_CCL5055230	thyroid	4.4782
1503364	SK-GT-2	CGP_CCL5228687	digestive_system	3.0007
905974	LOXIMVI	1710STDY5035154	skin	5.5528
905950	ACHN	1710STDY5035394	kidney	7.3277
910688	CESS	1710STDY5034905	leukemia	6.1000
753575	KYSE-520	1710STDY5034843	aero_dig_tract	2.8414
687586	T98G	CGP_CCL5055118	nervous_system	3.3070
688087	SK-N-FI	CGP_CCL5055123	neuroblastoma	2.9405
1298539	RKN	CGP_CCL5306156	urogenital_system	4.1079
949090	Caov-4	CGP_CCL5369324	urogenital_system	3.4657
909726	SK-MEL-30	1710STDY5035165	skin	3.0242
910900	NCI-H1651	1710STDY5034640	lung_NSCLC	7.0895
905973	HOP-92	1710STDY5034647	lung_NSCLC	7.1533
909739	SNU-475	CGP_CCL5103702	digestive_system	2.9134
905970	EKVX	1710STDY5034572	lung_NSCLC	2.9815
909248	ONS-76	1710STDY5035134	nervous_system	3.0539
1503362.1	OACp4C	CGP_CCL5228713	aero_dig_tract	3.1541
1480362	OV-56	CGP_CCL5391657	urogenital_system	6.6442
906792	A2058	1710STDY5035140	skin	2.7548
1240138	H2869	1710STDY5034618	lung	6.9905
909761	T84	CGP_CCL5103832	large_intestine	3.1269
906823	CCF-STTG1	CGP_CCL5369274	nervous_system	2.9480
908470	NCI-H28	1710STDY5034699	lung	5.2843
1290768	CHSA0108	CGP_CCL5468656	bone	7.5301
687820	NCI-H2347	1710STDY5034628	lung_NSCLC	3.1414
907289	HT-115	1710STDY5035372	large_intestine	3.1207
930082	RL95-2	CGP_CCL5055281	urogenital_system	3.0121
909724	SK-MEL-3	1710STDY5035190	skin	2.7842
1240219	SUIT-2	1710STDY5035489	pancreas	6.2659
924104	BCPAP	CGP_CCL5055226	thyroid	4.3678
911905	EFO-21	1710STDY5035293	urogenital_system	2.8359
1240150	Hs683	CGP_CCL5055131	nervous_system	6.8557
1298351	NCI-H2110	CGP_CCL5391648	lung_NSCLC	3.0655
688023	NCI-H446	1710STDY5034607	lung_SCLC	3.2861
753581	LB373-MEL-D	1710STDY5035187	skin	3.1985
908454	NTERA-2 cl.D1	CGP_CCL5055353	urogenital_system	3.8027
1298365	OVTOKO	CGP_CCL5391643	urogenital_system	3.6413
1290810	H2461	1710STDY5034714	lung	4.9535
1298538	RERF-LC-Sq1	1710STDY5034729	lung_NSCLC	3.4783
905955	SK-MEL-2	1710STDY5035162	skin	2.8795
1524414	RCC-FG2	CGP_CCL5228738	kidney	6.1868
1298219	KP-3	1710STDY5035496	pancreas	2.9870
908461	NCI-N87	1710STDY5035593	digestive_system	5.7281
906826	CAL-120	1710STDY5035237	breast	2.7683
906872	GI-ME-N	CGP_CCL5055250	neuroblastoma	3.1912
971777	MZ2-MEL	1710STDY5035172	skin	2.8383
908462	NCI-H2452	1710STDY5034649	lung	6.0849
1298476	PANC-04-03	CGP_CCL5391662	pancreas	3.1213
909779	UMC-11	1710STDY5034667	lung_NSCLC	3.1010
1503370	EMC-BAC-2	CGP_CCL5228699	lung_NSCLC	3.5497
1240220	SW156	1710STDY5035413	kidney	5.0414
909753	SW626	1710STDY5035306	urogenital_system	2.8541
1524416	RCC-JW	CGP_CCL5228730	kidney	7.0376
1290907	HCC-56	1710STDY5035369	large_intestine	3.0464
1331032	SLVL	CGP_CCL5306149	lymphoma	3.3963
908473	NCI-H1666	1710STDY5034591	lung_NSCLC	5.2382
910079	OE19	1710STDY5034842	aero_dig_tract	3.1931
1298218	KP-2	CGP_CCL5468640	pancreas	2.8117
909746	SW1116	1710STDY5035365	large_intestine	2.9906
946377	D-566MG	CGP_CCL5228685	nervous_system	3.3491
687592	YKG-1	CGP_CCL5055137	nervous_system	3.1564
905937	HCT-15	1710STDY5035337	large_intestine	3.2415
905982	SNB75	1710STDY5035110	nervous_system	7.2473
1298169	KMRC-20	1710STDY5035412	kidney	7.6594
906854	EHEB	1710STDY5034900	lymphoma	4.0792
1240226	WM278	1710STDY5035179	skin	6.0367
910924	23132-87	1710STDY5035585	digestive_system	2.9286
1674021	SNU-C5	CGP_CCL5369323	large_intestine	2.9532
1298160	K2	CGP_CCL5468650	skin	2.8524
925347	PANC-08-13	1710STDY5035485	pancreas	2.8448
1240184	NCI-H1915	1710STDY5034620	lung_NSCLC	4.8457
905977	UACC-257	1710STDY5035166	skin	4.4623
906814	COLO-792	1710STDY5035181	skin	3.0512
909737	SNU-423	CGP_CCL5055328	digestive_system	5.1802
905963	CAKI-1	1710STDY5035395	kidney	6.7389
1298136	HPAC	1710STDY5035495	pancreas	3.3767
1240151	Hs746T	1710STDY5035601	digestive_system	3.2040
946367	D-247MG	1710STDY5035125	nervous_system	2.7503
753621	TE-1	1710STDY5034840	aero_dig_tract	2.7857
724874	NCI-H2291	1710STDY5034627	lung_NSCLC	3.3157
906696	BHT-101	CGP_CCL5055240	thyroid	4.7297
1298156	JHU-029	CGP_CCL5468653	aero_dig_tract	5.9239
1240200	OVMIU	1710STDY5035307	urogenital_system	2.6956
1524415	RCC-JF	CGP_CCL5369340	kidney	7.3135
1240146	HCC-827	1710STDY5034694	lung_NSCLC	4.5199
910850	C3A	CGP_CCL5055315	digestive_system	2.8196
1303912	CHSA8926	CGP_CCL5306278	bone	3.3607
753535	BHY	1710STDY5035551	aero_dig_tract	5.9902
907320	KYSE-450	1710STDY5034845	aero_dig_tract	2.7604
1524417	RCC-ER	CGP_CCL5228742	kidney	7.0719
909745	SW1088	CGP_CCL5055138	nervous_system	3.1027
924240	MDA-MB-415	CGP_CCL5369315	breast	3.1126
905961	COLO-205	1710STDY5035331	large_intestine	3.1785
909905	YH-13	1710STDY5035109	nervous_system	2.9538
1299080	WM35	1710STDY5035175	skin	3.3805
908139	MKN28	1710STDY5035591	digestive_system	2.9100
906790	AGS	1710STDY5035586	digestive_system	3.1217
924107	CAL-39	CGP_CCL5055165	urogenital_system	7.2965
924188	KNS-81-FD	1710STDY5035129	nervous_system	6.3798
753558	HA7-RCC	1710STDY5035409	kidney	6.5238
910943	CAS-1	1710STDY5035126	nervous_system	3.9901
909729	SK-MG-1	1710STDY5035107	nervous_system	3.0514
1240159	JHH-6	CGP_CCL5055321	digestive_system	3.0641
909769	TGBC1TKB	CGP_CCL5306255	digestive_system	3.0033
753534	BEN	1710STDY5034638	lung_NSCLC	3.1506
907795	LS-513	1710STDY5035341	large_intestine	2.8755
909977	HuO-3N1	1710STDY5035440	bone	6.3692
753545	CP50-MEL-B	1710STDY5035189	skin	2.9774
909784	WM-115	CGP_CCL5103705	skin	6.9494
905978	RXF393	1710STDY5035398	kidney	6.8758
905957	Hs-578-T	CGP_CCL5103701	breast	2.8389
924238	K5	CGP_CCL5055228	thyroid	3.6363
753549	D-542MG	1710STDY5035132	nervous_system	2.8744
909757	SW948	1710STDY5035375	large_intestine	2.9027
905981	U031	1710STDY5035400	kidney	5.2414
909749	SW1710	CGP_CCL5055208	urogenital_system	2.9374
910936	DOK	1710STDY5035525	aero_dig_tract	3.0942
907312	KU-19-19	CGP_CCL5055211	urogenital_system	3.8801
1240198	OVISE	1710STDY5035311	urogenital_system	2.9334
753578	LB2241-RCC	1710STDY5035406	kidney	5.9232
1509073	NCC010	CGP_CCL5228720	kidney	6.4629
909725	SK-MEL-24	1710STDY5035163	skin	7.7389
905939	HT-29	1710STDY5035371	large_intestine	2.7681
749709	HCC1954	1710STDY5035257	breast	2.8411
907065	HT-1197	CGP_CCL5055217	urogenital_system	2.8147
905956	SK-MEL-5	CGP_CCL5228680	skin	2.7981
907295	DMS-53	1710STDY5034722	lung_SCLC	6.6793
1298358	OCUM-1	CGP_CCL5228729	digestive_system	3.7729
907313	KS-1	1710STDY5035115	nervous_system	2.9484
905985	SF295	CGP_CCL5369284	nervous_system	6.7583
