cellminer_compound_name,display_name,compound_id,
Az-23,az-23,53b7924d7dbe72454a877bd3058a1b7f,
AZ-3146,az-3146,fc89f6511207a82f0314023a52f35ec0,
AZ-82,az-82,2728d815b13a47c504c431a31a8c5e7e,
Az-9482,az-9482,199493bd14915bbabe205c43e9c375eb,
AZD-26,azd-26,00a21dfe3393d1b769f413daa4c31833,
Azd-3147,azd-3147,ae78053db6edf6394da1e2321b114d2f,
AZD-3264,azd-3264,19a74814473fbad576a8ebaf0180876b,
AZD-3463,azd-3463,cac005e57df90b51956e71bf9a4d5180,
AZ-TAK1 Inhibitor,az-tak1 inhibitor,df88ef4cffcea51299522c296077f36b,
Bafilomycin a1 from streptomyces griseus,bafilomycin a1,99870b7117b117fffbebc99462866d81,
BAICALIN,baicalin,c57c344bdab0a8d12397c19f0bd92fa3,
BAM7,bam-7,454118eba990c3960681f43fa2053c38,
Bay 65-1942 r form,bay 65-1942 r form,15b01459de16b5cdd9ed507d4e22e00e,
Bay-356,bay-356,6ae36d6044447bf7625f7eefdce947f8,
Bay-41-2272,bay-41-2272,6aa6404ecfdac079ba46fa0340bfe093,
BAY-588,bay-588,2f844d8dc3ca69322b0b8defa0d9fb63,
Bay-60-7550,bay-60-7550,dc6ca92da5669f4e19ec2dba72c8078c,
BAY-876,bay-876,d359cfd05e118ff3bb572634f6897efc,
Bayer-18,bayer-18,96309d1ce95f6d7d107355f503a7011f,
Bcl6 inhibitor,bcl6 inhibitor,e96920e73ffabbfe7c7295bf2ff4afd3,
BD-1047,bd-1047,ebc16fa53bd4474c49f7975a316e37f6,
Betanin,betanin,b8499fcc45b4f8763db9bcfc08c8cc22,
Bg-15a,bg-15a,3e86e40de52020f2e1de686f0297c1b1,
Bi09,bi09,ab811926dcac8145e01554e413dadb9c,
Bi-7273,bi-7273,5746976631eece5b38d1e193ad9669ac,
Bi-78d3,bi-78d3,25f20e025659a81292e11e8df2f96189,
Bi-9564,bi-9564,fa76d1f1547fd319a536e83d534e0923,
BIBR-1532,bibr-1532,7496f2082961c49aac55379c1b1f1006,
Bi-d1870,bi-d1870,0349a36d2ced17ec3e4edc6415097cb6,
Bioymifi,bioymifi,451c5e873469a1b9d2b2b128247f3c61,
Bisindolylmaleimide,bisindolylmaleimide,4709886138cc84d815eb7845b6d86388,
BIX-01294,bix-01294,785430885e80c662e69e22b113b52947,
BIX-02189,bix-02189,716d995b2f744708e90d614d9a18b0ef,
Bix-02565,bix-02565,d7ee213fc26b2bad502b711f1b8e8ded,
Blu-9931,blu-9931,7d83ef775eb209b19f66ec27338a15a7,
Bms-2,bms-2,7a0327d05e4466a0a258304f44ced7fc,
BMS-202,bms-202,c873ed382af3024094f54d40121c362f,
BMS-265246,bms-265246,640040bbcdb836b553692966415430ee,
Bms-3,bms-3,9667ee1de8a07916080d3a99f11abe52,
BMS-4,bms-4,7c6ff47f06e411e4949aa6912b4447ca,
BMS-5,bms-5,32c4feabc73eb3f848f941a69165fee0,
BMS-536924,bms-536924,d9e4013e14bf4f7f695afc28761255ee,
Bms-595,bms-595,86893a5a0f4d802a6bc727e52c867790,
BMS-794833,bms-794833,d4e7dc9b948298645b3af2424f4bd265,
BMS-983970,bms-983970,30257b585bcbd1831d949af37e065664,
BP-1-102,bp-1-102,14e9a40b7f25978e4cb3d6c11dd7a2cf,
BPTES,bptes,3de5e1277f7df7c71e50f91d624a5f5f,
BQU-57,bqu-57,9e0f38dc17243f179821b9997b347622,
BREFELDIN A,brefeldin a,5fcc8f0eb464ba1e80c56e9a99e88cb8,
Brl-15572,brl-15572,d0dd408a0f8c7cb305088f8cc4bfda16,
BROMOPYRUVATE,3-bromopyruvate,ed9fd80afa2047975f911ade0ec19846,
BS-181,bs-181,bb1318f953e60c7cef9bb8c4748d460a,
BS-194,bs-194,3f5c14ba56cfd88eb88cf24d8cc0efa2,
BTM-2C-dimer allyl oxime,btm-2c-dimer allyl oxime,2b079a4e9e57240343bb6e55823f6ec3,
BTM-2C-dimer ketone,btm-2c-dimer ketone,29572c4cc3e8bc99fa0e984f0621301f,
BVT-14225,bvt-14225,bfdecf28258e54cf8a5737ca0995a477,
Bx-795,bx-795,0641e5c3f0e19bb325b4077ce749d986,
Bx-912,bx-912,ebed0019f713b1643e69d612e5051f3b,
C 646,c 646,ceb675fc4e4344cda9f1edc8cf23ca4d,
Ca-074 me,ca-074 me,77e8a46f1878d18e365154c92a39b189,
CAA0225,caa0225,23f2a58b314889ea77b8849d4dd9da25,
Calhex 231 hydrochloride,calhex-231,206cd74c3241c913247e29be51e65cd7,
Calmidazolium chloride,calmidazolium chloride,760390fe21a653934d2afe88cb40a49d,
carbonyl cyanide p-trifluoromethoxyphenyl hydrazone,carbonyl cyanide p-trifluoromethoxyphenyl hydrazone,7867f273b1163ac828d19b8b3f53487c,
Cardiogenol,cardiogenol c,656dfa19c2ce8022818f25f6b48bdf19,
Casin,casin,9b7aedebfe19d0e2bfdb4eecd2f7cbde,
CAY10505,cay10505,6051dabbd01a7724a60688caa7a1ff07,
Cay-10581,cay-10581,b7e201b43c505c755f848212cbcaab3a,
Cay-10626,cay-10626,a383cd54708eea8e4708e8ff47e321f8,
CC-885,cc-885,a6020eab527da931604ae0c7ebfdcfa7,
cct128930,cct-128930,6743c2a5ce15c6de87969b2f32164eac,
CCT-129202,cct-129202,0a2dabf13dca37defd56a95845512fa6,
Cct-137690,cct-137690,2f7c9c39ff948b0a14667237b1500a3f,
CCT-244747,cct-244747,edce703ca269c82f234b11ef076d85b3,
CCT251236,cct251236,a2d83113178937b97ac901bd1a89b8a5,
Cct-251545,cct-251545,8ace74a9b955efbb2c8c53218e479492,
Cct-251921,cct-251921,247c63d015dd3598406d04c2e995247c,
Cdiba,cdiba,591c05e48231b97f18154a2c05959520,
Cdk8i-51,cdk8i-51,c86de263415b01381e885e70affb53f3,
CDK9 inhibitor,cdk9 inhibitor,3774e3cde68d1a3b46272657b59ca68c,
Cep28122,cep28122,a109372de3fa1aedb2f7e6cc23bc682b,
cep-33779,cep-33779,4623983ca2bb8c7a12ee822c98a7e8a2,
Cephalomannine,cephalomannine,cd2fb28aefe77614162a7e0b7916991c,
c-FMS Inhibitor,c-fms inhibitor,f85c6c9d26ecf17e2d0a36d909312add,
CGI-1746,cgi-1746,3b81a70dd15f61a26bdfa3c1c7e129de,
cgp-082996,cdk4/6 inhibitor iv,4fc7e97eb5c462dd6dbad618474998b5,
CGP-60474,cgp-60474,421f24c4fa0771340d3ed7000478703e,
CGP-74588 (N-Desmethyl imatinib),cgp-74588 (n-desmethyl imatinib),37a2332954778692f12a6ea83d124d0d,
Chloro-ib-meca,chloro-ib-meca,829d8a116e32ef93ac8b0173cc82172e,
Chz868,chz868,252a976aac444fe2361604845d2fc7ee,
Cilliobrevin D,cilliobrevin d,7b21f66619c9700a7ef66faeb5518647,
CITCO,citco,47a8a02b9d89d3f21075e2afb935899b,
CK59,ck59,eda0c0ceb32042c4db520799806df2fe,
Cnx-2006,cnx-2006,40994566f4a6f98f23a95aba624282a7,
Cnx-774,cnx-774,7c22c5eff173108e3fd4773556673033,
Compound 2,compound 2,5440a1154fda3a3bdb8f64a5ba3d3e2f,
Compound 22d,compound 22d,42b008d44c1b31715212b61691524178,
Compound 36,compound 36,b7877092b1d0f15214c5f78cd4c21658,
Compound 7,compound 7,68d8b3ed876f86c769451377a0269d3a,
COSTUNOLIDE,costunolide,ac4710c99b596e339b6ab8fb31916b41,
Cp-466722,cp-466722,38b1ee421308cf65e1722a57b8494eb1,
CP-673451,cp-673451,e8a36ca2b82a3b16eca01bfc67b48770,
CPI-169 racemate,cpi-169 racemate,71a62741dbceed95ed0c1e4ec940c1a9,
CPI-203,cpi-203,651e5186cde8a250d2e6b22b08289dc0,
CPI-360,cpi-360,31321df6a44727a2bb7c6cc5503dbdc9,
CPI-4203,cpi-4203,fc662250dfa34ce8b80ca743e2cab245,
Cpi-455,cpi-455,bdebb74f4b416538561e552c573e3fb1,
CPI-637,cpi-637,e93fbab4b8d2a08171944bde3f61f418,
CPI-703,cpi-703,339586dc683f553ffda10bce4e7e5730,
Crid3 sodium salt,cp-456773,432fb4a9f67fb329972d86e02a9bf808,
CT-98014,ct-98014,8896525b6cbe6381846a7ec84865ffd0,
CX-6258,cx-6258,1ce7bdd17712169ce53145144369b70a,
Cxc-195,cxc-195,11f9d7c0fc9ea49e69c7e19cd8be32de,
Cyclopamine,cyclopamine,3681a0435ff92088a9edb7575c5f2679,
Cyprodime,cyprodime,cf50f9873d91484bdafd9bed0a965c06,
D 106669,d-106669,c4bd677d85ebc6fcc88b3190ed985214,
D-159687,d-159687,4d290cddc1e68eb2058e081eef821280,
D-4476,d-4476,db81f492fa51ef46ce33eeee2e630cdd,
D-942,d-942,3920de0ac858d3f1c94f9f15b30a759a,
Daphnetin,daphnetin,1a10a7205d1bc549d848ba275e5f2d3c,
Dapt,gsi-ix,5391e8a1bc177337a4a3a0545946ab4c,
DASA-58,dasa-58,7c9a0672c4932ff71842d260eb906488,
Deacetyl cortivazol,deacetyl cortivazol,d079301b2f7cea59abf91740c22c20ec,
Degrasyn,degrasyn,df7e110da94733a08c952888b0670b45,
Deguelin,deguelin,9bba9d6b094483311c52f5a51ec28b96,
Deltarasin,deltarasin,e22a82513d07995a80fe32d1a7fcac7f,
Dimethyl malonate,dimethyl malonate,1b15c8a3c845f8f846e8c8cbfe22d102,
D-nmappd,d-nmappd,a4c58e0fe3c009512660ddca1827cc16,
Dorsomorphin,dorsomorphin,43a3e1e3993d12f1ded9cee9bbb1b87a,
Double JS-K,double js-k,45c8507e3d52a9772821f32c6afbd8eb,
Droxinostat,droxinostat,c1e00e0a5d1b2be54863000c005d1459,
Eai045,eai045,951813ae594040345a26abeedbe73415,
Ebpc,ebpc,da38fb90b27f067d52502566397f2488,
Ecdysone,ecdysone,541e21947b56269bf3e0ac5ed90058d1,
Eed-226,eed-226,dc64909e0a4ded570e0052714d6bb5b9,
Eeyarestatin I,eeyarestatin i,0238159b1adb0fe4fb1b5669558cdf96,
El-102,el-102,e89f83df9a71af7e61bfb3cbdbbbb8fe,
ELN-441958,eln-441958,610d319bf8a6bd4b62b6921f584b52ca,
ELR-510444,elr-510444,fb14cbaace9a8a8a0978d2001ba05d03,
Emd638683 (r-form),emd-638683,fe86f28085fa5f2d27f26f34cdd44f7e,
ENGLERIN A,englerin a,1620d069e7cabdb030c97e005d7b3aee,
Eo-1428,eo-1428,fbcbb6e989467c952b4bec6b782235ae,
Epiblastin A,epiblastin a,6ac830bb30bf4380f7f13782e6f1d1d9,
Epz004777,epz004777,94fff11012dc021245539c958f6bac0e,
Epz-005687,epz-005687,bf064a5eddfef6b01728e0351db4762a,
Epz011989,epz011989,3b6385de11490a8c50610a3f26e74ca6,
Epz015666,epz-015666,b44eec34bf86f65db8ae74f37df29c2d,
Epz-015866,epz-015866,1b2b4dccd205b931df0d9d50cfa358ff,
Epz-020411,epz-020411,143757ec43372b804357145e7690b1a6,
EPZ-031686,epz-031686,a1fcc8fb80ead61d9045adc5118e8fb5,
Er 819762,er 819762,ffeb552ab791d6b3dfa546cfeb3f80d7,
Erastin,erastin,983a8f0a29bcd9c4a8b105dcf8ebd30d,
"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",kh-cb19,2ea5c8b7edf5f8d013de9f872559e718,
FASCAPLYSIN CHLORIDE,fascaplysin,e2e973ffe22a7b0c20519067cc924091,
Fasn bi,fasn bi,4fff71758a217028a323adae68dc98d4,
FASN MRK,fasn mrk,93d4858b194a5cb20cf37aa5e2f73096,
Fmk,fmk,754071e5d93a50f11357f25277f9e0f8,
Fr-180204,fr-180204,e944f696b862a35227a7aedf77ad7b4d,
FRAX-1036,frax-1036,dc6f41feba119d861e75e16cc31bd488,
FRAX-486,frax-486,e40d5e4d1b4cc26551c2193ff01752fd,
Frax-597,frax-597,3f5aa036d76fbb837d1a85ed3519f558,
FX-9847,fx-9847,75d18753b593ec6d963b44fd945e7edb,
G-007-lk,g-007-lk,bb0eb67f21a67538c02c4d40f7db74bf,
Gant-61,gant-61,7095fd6c7f1e5fae2cce5bc99cf03344,
GARDIQUIMOD,gardiquimod,f95d3c2c2d4ebb69005434b8fc038fd0,
Gb 83,gb 83,cfd44d42976ff8f35920de75e2368a15,
GDC-0326,gdc-0326,272d0be9184c71e27caaeb65b4f7cdd9,
Gdc-0339,gdc-0339,40092ec7adbeaf7a9288a359c90fdf72,
Gdc-046,gdc-046,f6a49f5aaad48e891a3c27da9f7787bb,
gdc-0879,gdc-0879,df804adb9a68f1673e680cdbcc7a9dfc,
GENIPIN,genipin,80c49a95c336105e91b9c6800cd5fb72,
GENIPOSIDIC ACID,geniposidic acid,c04bc22562006b3e36b65424a1ffed02,
GLS968,gls968,ee28c28a80fe5fadbfb7275fc8d7fa3e,
Glycyl-H-1152,glycyl-h-1152,51af3eb419ed1e6d3aa506593ed22d70,
GM-1489,gm-1489,f92a874b4151a388f51ade515282966e,
Gne-140,gne-140,a4d28c0f29b23c2cb6851ccd5402afa1,
GNE-317,gne-317,576801a90cb69b118fd8b946477cc51a,
GNE-3511,gne-3511,f61ca9bf5819077da42ab8d5418c7edf,
Gne-490,gne-490,ed5e3bab15870c7933754c013cbc483d,
GNE-493,gne-493,d3b7540a6a25123a0b0db97b1b9c496b,
GNE-495,gne-495,a29857c15452c10aa38fa330699e238d,
GNE-618,gne-618,10221d9dab2cfd91950dc7d889a1fb88,
GNE-9605,gne-9605,7e126aa3a9317d1833f1c78722377263,
GNF-5837,gnf-5837,6d68e276be58f88cf67ae48ead3f7666,
GNF-6231,gnf-6231,c7339c70d33411be764478c659f5aa4d,
Gnf-7,gnf 7,309de6368b8e545e91d2fc840ec1b601,
Go-6976,go-6976,a54ab07b04253b348d42a24ce53c7664,
Go-6983,go-6983,db98f41be438e230a7c6f579e59cacdb,
Gr-159897,gr-159897,2c4680b21575fd7149ebe2aed1d87c7f,
GSK-1016790A,gsk-1016790a,8712a46cf26b9aa79e5504f0760af170,
Gsk-1324726a (i-bet726),gsk-1324726a (i-bet726),914799c3824ffe4591522a060b2e8bb6,
Gsk-1838705a,gsk-1838705a,1859589c7e91627bd61399bb1d6f7c58,
GSK-1904529A,gsk-1904529a,83999e6f210f80d4d0edbcd8ac9d2db1,
Gsk-1995010,gsk-1995010,65d9db6f27ab3062d511033b8a15d51f,
Gsk2110183 (hydrochloride),gsk2110183 (hydrochloride),f7898302d38e739e5bd8bcc92ff95d75,
Gsk-2194069,gsk-2194069,4940e63f078b5a6c1a9f75c1f76056a3,
Gsk-2250665a,gsk-2250665a,3e05317c92d7b5fe62b6967588604b74,
GSK-2334470,gsk-2334470,c80e4492044481f2936ee590898479b8,
Gsk-25,gsk-25,cdfa0d5edfc96cbac84c991ed2ab8cb2,
gsk2606414,gsk2606414,b8833f485aed81cb668f4ad11df5bd9d,
GSK-2656157,gsk-2656157,2631dd7480ef09098e10f1060f65694d,
GSK-269962B,gsk-269962a,667c6154781b37205e4e9700965e5363,
Gsk2795039,gsk2795039,54f8a64a6b49bbde52069849ea584e7c,
Gsk-2801,gsk-2801,5a64e35809d117a1927258fc3070059b,
Gsk2830371,gsk-2830371,df6317fef864881df4f84f32f6a54298,
Gsk-2837808a,gsk-2837808a,3fee5e0bd3578db49adaed758428aebc,
GSK3 Inhibitor,gsk3 inhibitor,e2af824d7b66529c926856416e23b6c6,
GSK-343,gsk-343,a373f979c82b84257edd9c8492d2a869,
gsk3787,gsk-3787,29ebb771a3c0455aa9643abb717b1360,
Gsk-4112,gsk-4112,be9f1a9c4833857e35b5585c61202789,
GSK-429286A,gsk-429286a,e70c0ad0d925865b1f7cc4442e43a9cf,
GSK-481,gsk-481,80be9eba9d770846dd825f32501343dc,
GSK-484,gsk-484,1f5036695cbde183b22051fb4ae09b71,
Gsk-503,gsk-503,f2fbf2fea6e8c5c48c1ddfd99e1af45b,
Gsk-583,gsk-583,8afdef151d00173801f38b00a616041b,
Gsk-5959,gsk-5959,6fc2db47ffebca4b1f61ce03ea6387e5,
GSK-650394,gsk-650394,f4c822321bb5abda185f1c6ecb697798,
GSK-682753A,gsk-682753a,5b0c9e92a9155cc2172e55a4726f6231,
GSK-6853,gsk-6853,263470e6d14519b6139cb847ab6f302a,
gsk837941a,gsk-837149a,f18db3192fa9868204975d30acd223d7,
Gsk-864,gsk-864,d080b0c02416b778c0f674b533e11b88,
Gsk-872,gsk-872,e8bd4041aadbbac7a2e72c6c18318ca2,
GSK9311,gsk9311,84a907a36ca7ec7a7bd3f91b43ae3f31,
GSK-963,gsk-963,f825cdccf404c40244f6fc9b1a7b053e,
Gsk-j1 (sodium salt),gsk-j1,e1703a7093f9a3bf9f4c24000676bf35,
Gsk-j2,gsk-j2,11a87a9f1144f94a9b830ec384e3c15f,
Gsk-j4,gsk-j4,bbb697e7473f80a93d08f6a6180bc4d6,
GW-0742,gw-0742,ba9d28daffe231a2e5593c7f22a00721,
gw1929,gw1929,8637187a528092df7562bef2803f3786,
gw3965,gsk-3965,f26ebc6b8478f965916cda6bd56234dd,
GW441756X,gw441756x,89aa5595892380b79e7a12cac9b144c7,
Gw-4869,gw-4869,ccbe3fab01ad7ddfe1633b8d66f58a89,
GW-5074,gw-5074,873f57efb308ba1a2b40867e8b1aac2a,
Gw-6471,gw-6471,44286f01a655195d5365a6322616b5de,
Gw7647,gw-7647,fb6e7516299cc3971f6fceba321b50ef,
GW768505A,gw768505a,9d6268ccbc4cf93bd915125ff9131932,
GW786460X,repsox,a3493215305b693cd4ebe84f54e61dde,
GW-788388,gw-788388,529a6096f26b56b166147628ed7f1e69,
Gw-791343,gw-791343,457d69f4216de0e3444c6746c4f07480,
GW-843682X,gw-843682x,609c95f56d7fd9d0f074b41ca2b0ce0c,
Gyki-52466,gyki-52466,855d07fae15dd499653f9e23ac009000,
H-89,h-89,9f99bbebbdbeea5d47fed3dbb8e8d9ff,
Ha-130,ha-130,59b4cb06f5e1085d78e0d2784a9baa38,
Ha14-1,ha-14-1,6a8216cb60ce00c29cb63bad00454962,
Hc-067047,hc-067047,f1f80d4dd058a77e5e146c4dcec6b137,
Hdaci-01,hdaci-01,806e4bfde7d8742feeabafcc5b226c46,
Hdaci-02,hdaci-02,d502be65de3585e24af9ad5dc28d0ddf,
Hesperadin,hesperadin,fb56fafe36022cf54c1b91cf3893ac89,
Hg-10-102-01,hg-10-102-01,3555724518e93b07a0680c7c96638c4f,
HG-6-64-1,hg-6-64-1,a8055d78fbc22396e31ce90d50411ab5,
Hh-ag1.5,hh-ag1.5,4230030ae87bd46ef19a1028972c6fbb,
HLI-373989,hli-373989,71f7d115b07d78b593d5f9cc28b6a7d7,
Hmsl10015,hmsl10015,2792f1b7751762dd2dd7ab90f705c394,
HMSL10016,hmsl10016,c64bde0f778ed58d7efa2a0d10161feb,
Hmsl10019,hmsl10019,e4fe6eac08e8d8e18af004d6c56cbac4,
Hmsl10038,hmsl10038,a03054f202ab80b5c97af47d79ea2acc,
HMSL10076,hmsl10076,1afab5c764aac7f00d8478edf7b0aaaf,
HMSL10077,hmsl10077,529033e3664b2b7d36dba99ea7961489,
Hmsl10083,hmsl10083,78b8ba8297d75fc5eb43e4d1299c1658,
HMSL10084,hmsl10084,ef975229fabda4d12cb4e598b4457f49,
Hmsl10087,hmsl10087,660c5f9a0b431771770478e12e865b61,
HMSL10088,hmsl10088,4746f2d653244df244b99458ad219341,
Hmsl10089,hmsl10089,c43de0875510c3c7e20faa3d57ecf040,
HPI-1,hpi-1,d564680db38d6c9fe7a971b30d922293,
HYPOTHEMYCIN,hypothemycin,cb3e24c030222afab87a9582c8fdc0f1,
I-BET151,i-bet151,0dd915aa1452593b9ecd50065892f341,
Ic-87114,ic-87114,6f7cdef6dcc4258a08df59d29a3d90ec,
Icg-001,icg-001,7124815485295e557155842c58428c2b,
icrf-193,icrf-193,b3d6a50215f1e65f003bd007bedbbe8d,
ID-8,id-8,e7b296fe6f9501cadb699120a58196f4,
Ide-2,ide-2,1f45615669c26525385cc3df3d4bcf94,
Idh-001,idh-001,9a58d0ce69722015a8aaf4edc9e28728,
Idh-c227,idh-c227,ab8725b7fe64ce3baf42db7d5e8bfd6a,
Ikk-16,ikk-16,c57ecdb05b288f08def4a0b0027f4465,
Ikk-2 inhibitor viii,ikk-2 inhibitor viii,4499d0dfe6167b34557f755e76a54228,
Ikk-3 inhibitor ix,ikk-3 inhibitor ix,9c93ee68e0f9469d67343db1263836c5,
Iox2,iox2,a26cbaf690a5e19becfefbccf2d2e66e,
Ipfk2,ipfk2,9e31f1a3ed08287655d2f7d7b34f6ee0,
IRAK-1-4 Inhibitor I,irak-1-4 inhibitor i,21e51178d1997caaf18e9131364b58cf,
Irestatin 9389,irestatin 9389,1c0ad271bc8f2d95db034ef468c5dcb6,
Isox,isox,353709f4d2762cb3de6a7f0ce7b1a743,
Itd-1,itd-1,482cdc58bdb143278b91cf6bb31955c7,
ITK inhibitor,itk inhibitor,366437f18954dd7e5bdbae0c8d573faf,
Itx3,itx3,da5d220af67ab29d25390689af251ff7,
Ivachtin,ivachtin,748d49e600431e91c94cd921d3edded5,
IWP-2,iwp-2,febcd6bdb65a09d88eafebe0c93a43d5,
JAK3i,jak3i,d09b825a0ad89df1e94c6c675b730524,
JK-184,jk-184,6b23f3fe89e40998dc414c2c4727a1e9,
JNJ-16259685,jnj-16259685,fd6405e8b9ccd3c5f4e2506e108b2a6f,
Jnj-28871063 hydrochloride,jnj-28871063 hydrochloride,1162b72ed1318b2252c61b9305463cf0,
Jnj-38158471,jnj-38158471,47106acab7b66f0bdb8f8ffd51ff9b6e,
JQ1,jq1,a577851c10bf5665e0adbbae3464543c,
Js-59-4,js-59-4,4fa7814431c19322eeb74e74505564b5,
Js-65-103,js-65-103,8fdf62d2c7446e7809844a2ed24521c0,
JZL-195,jzl-195,22c32a303bbf89b3295fb15cb0918783,
KHS-101,khs-101,d5002a0b3fa264ec0e83e35341311aa5,
Ki-16425,ki-16425,dd3ffd1f19340ca4990d42a31f54bde3,
KI-20227,ki-20227,2a8ead0998c533105320b3fb44d7e31d,
KI-696,ki-696,4bfa2dd30a2d9dc55493202f3ab27564,
Ki-8751,ki-8751,b2f2844ecb452f1c168ed9dfde76aab9,
Kl001,kl001,ebbe9f53d203413d809f3570a8ee85c3,
kn-62,kn-62,be0fa4590293c3d283e8562e3b79ea23,
kn-93,kn-93,52f0045108960b6369f13a01fe853f71,
KPT-276,kpt-276,2a9a5accdc7c7f4762b643e4cdd0f72d,
KRCA-0008,krca-0008,f331185db2440f88e880a2c3b4f72f3a,
KU-0060648,ku-0060648,7ec27b27159f967f1c64967d764ce80f,
Kuc103669n,kuc103669n,43962076c8aecf18f06faa261cd4d212,
Kuc105555n,kuc105555n,71311dda9cc0111a5cc8a6801241b1ee,
Kuc107550n,kuc107550n,ef0b076d550425f4d2f204e6ff1141fe,
KUC107871N-04,kuc107871n,38c6ba4c954d1f05d2d5c2c06bcba0d0,
KUC107887N-03,kuc107887n,4598e9d38aed4978b342dc84b75956ab,
KUC110948N-02,kuc110948n,1c93b09fe4bf381faa084350aa8e2cfc,
KUC111774N,kuc111774n,44c51744b0a891f2ee4d4d2b46442c22,
Ky-02111,ky-02111,8777d1efeb27181b44068ff76c90499b,
L-690330,l-690330,68f382a2e1172c6653ef491605177417,
L-779450,l-779450,afcdb6427bc92b3c541370d7cfe45d06,
Ldn-212854,ldn-193189,58f5dc482595b4d333e683a86e58b982,
Ldn-214117,ldn-214117,0c3da8ab35b164e6391b2d4f4ac8bf75,
Ldn-57444,ldn-57444,26f5bb999d66b385affcbfc87a5a8fb3,
Lf3,lf3,2285fa186247811fda9e4b39b1b59a6a,
LLL-12,lll-12,1533d1836990e8b9c46c612b83da0fee,
LLY-507,lly-507,26a61e1c78233d4df900583a973dba7b,
LRRK2-IN-1,lrrk2-in-1,2a07c6e25452e620162d267c9e0ec4ea,
LSD1-C76,lsd1-c76,eccf756a25d55a8196c5dfe7335c633d,
Ly-2109761,ly-2109761,2e3c852d1d44a5e88d5ebc0ebe87342f,
LY-2365109 hydrochloride,ly-2365109 hydrochloride,9cb9ad7f868f2fbf54ad1764501cedac,
Ly-2409881,ly-2409881,8d812168cee23e2b8460baf61578e763,
Ly-2857785,ly-2857785,e7c71a5ae1d95dc3e3ff629b48722a48,
Ly310762,ly310762,374733ea667a380ef6b5282b6f89f6cb,
Ly-3177833,ly-3177833,039dea90addcbe7d22124f57736b75c2,
ly-341495,ly-341495,4e363f6a29f0e216015ce375d7a30a08,
Ly-411575 (isomer 2),ly-411575,221e45b3ca1574196e718ae5039b8723,
M-344,m-344,d18745aaba648ab2f1d01a2c29252a28,
Manassantin a,manassantin a,a62d459632ac617a2775232e5306d7a6,
MC-1568,mc-1568,feb4e9d4f44a90bd14a48bdf864b4d0f,
Merck 5,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",c5a6edcec523aedfe11d0d0d2bda542e,
Merck-22-6,merck-22-6,ba693e0647b7f8865b5346c59408067f,
Methylstat,methylstat,f7d9046b3f7f2545694a42c5a14f866c,
Mg-115,mg-115,cc085f2940a3a37b6eac76f7f8e916bf,
MG-132,mg-132,745da796b6e0eaf53d425aa8b844cc0e,
Mg-149,mg-149,b2c1a9898870a2f8f1e24b640afa3ecc,
Mi-2,mi-2,97d6bfcc1693b2c3e82cf5900a4450a0,
Mi-503,mi-503,09c44a6b21ed898c08ce21315acdb8a9,
MI-538,mi-538,7024714c6d71ca2bd37e313234ba83b2,
Mir96-in-1,mir96-in-1,4b65b49c91181ad39e2b09150e66d50a,
MKC-3946,mkc-3946,68d46d3e7ba95e0faa410fa5ba629b31,
ML-119,ml-119,3d38ea5a9b01cb18fe58be73bcd54c81,
ML-141,ml-141,884d26cb9055fc7116f8c39ef51c7a44,
ML226,ml226,0ddc53f74dffe4112cd05884a06d4952,
ML-228,ml-228,6e88d51abb6a5492f5d73e97ae6d9ac5,
ML264,ml264,f5212d2ad332ca3de9775d98632982ad,
Ml-323,ml-323,7127d8c11e62795a44bca9aa85a16fea,
Ml324,ml324,8d2beac3cb1db25b9dc923d9d8eb4ba4,
ML327,ml327,4c979ed00cb40de2f056a7ddd8586ef1,
ML-347,ml-347,1f3064f81f34f3bd76183e69d643f567,
ML-364,ml-364,f39436c0c0376b957414a4bbc36eef0b,
Ml-390,ml-390,0366c67d0869e30593dfa48421c5868a,
ML-7,ml-7,dc8a4054107ef71619f46728e0a30a46,
MLN-120B,mln-120b,425c4c2abf8029bb343d58aac1a507c7,
Monastrol,monastrol,f21a5868a0ac1818ddd6bfd139763357,
Morin hydrate,morin hydrate,4b6db891da7306287be3b805505d14e9,
Mpi-0479605,mpi-0479605,dd9390483ce16616454a43285770b956,
MPS1-IN-1,mps1-in-1,c7dc9ad98cb2ffae96570c5440e065bf,
Mpt-0b098,mpt-0b098,9999727afe4ab3483793a8d15411e5e7,
MRT-68601 hydrochloride,mrt-68601 hydrochloride,262fac823caf020d34bb47e2ef3319ec,
Mrt-83,mrt-83,c8f7f744c06693aa59d20bde20566212,
MSC2530818,msc2530818,8bc9106f2512efede2d85d5060c76cdb,
MT-DADMe-ImmA,mt-dadme-imma,c0037fd56be1c983f23a212732110692,
Mx-69,mx-69,241bfb2fa2de800eea3d85e8a49b016f,
Myricetin,myricetin,da2bf5b5eb317ecb0a9f0d286c3d5eff,
Nampt-in-1,nampt-in-1,2fd56cb5723f463d9aec051029c136ac,
Nanchangmycin,nanchangmycin,d92474c2d3cf0848ce1da808933336e2,
NBI-74330,nbi-74330,b3a8de18e70861ad5bfa007c68674543,
